oris,cems_unit,coats_unit,state,facility_name,coats_linked,oblig_pre2009,oblig_2020,oblig_2021q1_2022q2,oblig_2022q3_2023q4,oblig_2024q1_2026q2,oblig_2026q3_on
10567,GT1,GT1,CT,"Ahlstrom Power Windsor Locks, LLC",True,False,True,True,True,True,True
50498,GT,,CT,Capitol District Energy Center,True,False,True,True,True,True,True
540,10,,CT,Branford,False,False,False,False,False,False,False
542,10,,CT,Cos Cob,False,False,False,False,False,False,False
542,11,,CT,Cos Cob,False,False,False,False,False,False,False
542,12,,CT,Cos Cob,False,False,False,False,False,False,False
542,13,,CT,Cos Cob,False,False,False,False,False,False,False
542,14,,CT,Cos Cob,False,False,False,False,False,False,False
544,10,,CT,Devon,True,False,True,True,True,True,True
544,11,11,CT,Devon,True,False,True,True,True,True,True
544,12,12,CT,Devon,True,False,True,True,True,True,True
544,13,13,CT,Devon,True,False,True,True,True,True,True
544,14,14,CT,Devon,True,False,True,True,True,True,True
544,15,15,CT,Devon,True,False,True,True,True,True,True
544,16,16,CT,Devon,True,False,True,True,True,True,True
544,17,17,CT,Devon,True,False,True,True,True,True,True
544,18,18,CT,Devon,True,False,True,True,True,True,True
546,5,5,CT,Montville,True,False,True,True,True,True,True
546,6,6,CT,Montville,True,False,True,True,True,True,True
54605,001,001,CT,"Pratt & Whitney, East Hartford",True,False,True,True,True,True,True
55042,BE1,BE1,CT,Bridgeport Energy,True,False,True,True,True,True,True
55042,BE2,BE2,CT,Bridgeport Energy,True,False,True,True,True,True,True
55126,CT01,CT01,CT,Milford Power Company LLC,True,False,True,True,True,True,True
55126,CT02,CT02,CT,Milford Power Company LLC,True,False,True,True,True,True,True
55149,LRG1,LRG1,CT,Lake Road Generating Company,True,False,True,True,True,True,True
55149,LRG2,LRG2,CT,Lake Road Generating Company,True,False,True,True,True,True,True
55149,LRG3,LRG3,CT,Lake Road Generating Company,True,False,True,True,True,True,True
55517,CT01,CT01,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT02,CT02,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT03,CT03,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT04,CT04,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT05,CT05,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT06,CT06,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
55517,CT07,CT07,CT,"Wallingford Energy, LLC",True,False,True,True,True,True,True
557,10,,CT,Tunnel,False,False,False,False,False,False,False
56047,1,1,CT,CPV Towantic Energy Center,True,False,True,True,True,True,True
56047,2,2,CT,CPV Towantic Energy Center,True,False,True,True,True,True,True
561,10,,CT,Franklin Drive,False,False,False,False,False,False,False
56189,4,,CT,"Waterside Power, LLC",False,False,False,False,False,False,False
56189,5,,CT,"Waterside Power, LLC",False,False,False,False,False,False,False
56189,7,,CT,"Waterside Power, LLC",False,False,False,False,False,False,False
562,10,,CT,Middletown,True,False,True,True,True,True,True
562,12,12,CT,Middletown,True,False,True,True,True,True,True
562,13,13,CT,Middletown,True,False,True,True,True,True,True
562,14,14,CT,Middletown,True,False,True,True,True,True,True
562,15,15,CT,Middletown,True,False,True,True,True,True,True
562,2,2,CT,Middletown,True,False,True,True,True,True,True
562,3,3,CT,Middletown,True,False,True,True,True,True,True
562,4,4,CT,Middletown,True,False,True,True,True,True,True
563,11A,,CT,South Meadow Station,True,False,True,True,True,True,True
563,11B,,CT,South Meadow Station,True,False,True,True,True,True,True
563,12A,,CT,South Meadow Station,True,False,True,True,True,True,True
563,12B,,CT,South Meadow Station,True,False,True,True,True,True,True
563,13A,,CT,South Meadow Station,True,False,True,True,True,True,True
563,13B,,CT,South Meadow Station,True,False,True,True,True,True,True
563,14A,,CT,South Meadow Station,True,False,True,True,True,True,True
563,14B,,CT,South Meadow Station,True,False,True,True,True,True,True
565,10,,CT,Torrington Terminal,False,False,False,False,False,False,False
56629,10,10,CT,Waterbury Generation,True,False,True,True,True,True,True
56798,U1,U1,CT,Kleen Energy Systems Project,True,False,True,True,True,True,True
56798,U2,U2,CT,Kleen Energy Systems Project,True,False,True,True,True,True,True
568,BHB3,BHB3,CT,Bridgeport Harbor Station,True,False,True,True,True,True,True
568,BHB4,,CT,Bridgeport Harbor Station,True,False,True,True,True,True,True
568,BHB5,BHB5,CT,Bridgeport Harbor Station,True,False,True,True,True,True,True
581,TRBINE,,CT,Norwich,False,False,False,False,False,False,False
6156,NHB1,NHB1,CT,New Haven Harbor,True,False,True,True,True,True,True
6156,NHHS2,NHHS2,CT,New Haven Harbor,True,False,True,True,True,True,True
6156,NHHS3,NHHS3,CT,New Haven Harbor,True,False,True,True,True,True,True
6156,NHHS4,NHHS4,CT,New Haven Harbor,True,False,True,True,True,True,True
6635,AP-1,AP-1,CT,Alfred L Pierce Generating Station,True,False,True,True,True,True,True
880004,3,,DC,GSA Central Heating,False,False,False,False,False,False,False
880004,4,,DC,GSA Central Heating,False,False,False,False,False,False,False
880004,5C,,DC,GSA Central Heating,False,False,False,False,False,False,False
10030,2,2,DE,Energy Center Dover LLC,True,False,True,True,True,True,True
10030,3,3,DE,Energy Center Dover LLC,True,False,True,True,True,True,True
52193,DCPP4,,DE,Delaware City Refinery,True,False,True,True,True,True,True
57349,1,1,DE,Garrison Energy Center,True,False,True,True,True,True,True
591,11,11,DE,Christiana Substation,True,False,True,True,True,True,True
591,14,14,DE,Christiana Substation,True,False,True,True,True,True,True
592,10,,DE,Delaware City,False,False,False,False,False,False,False
593,10,,DE,Edge Moor,True,False,True,True,True,True,True
593,3,3,DE,Edge Moor,True,False,True,True,True,True,True
593,4,4,DE,Edge Moor,True,False,True,True,True,True,True
593,5,5,DE,Edge Moor,True,False,True,True,True,True,True
594,10,,DE,Indian River,True,False,True,True,True,True,True
594,4,4,DE,Indian River,True,False,True,True,True,True,True
597,10,,DE,West Substation,False,False,False,False,False,False,False
599,3,,DE,McKee Run,True,False,True,True,True,True,True
7153,**3,**3,DE,Hay Road,True,False,True,True,True,True,True
7153,1,1,DE,Hay Road,True,False,True,True,True,True,True
7153,2,2,DE,Hay Road,True,False,True,True,True,True,True
7153,5,5,DE,Hay Road,True,False,True,True,True,True,True
7153,6,6,DE,Hay Road,True,False,True,True,True,True,True
7153,7,7,DE,Hay Road,True,False,True,True,True,True,True
7318,**11,**11,DE,Van Sant,True,False,True,True,True,True,True
7962,1,1,DE,Warren F. Sam Beasley Pwr Station,True,False,True,True,True,True,True
7962,2,2,DE,Warren F. Sam Beasley Pwr Station,True,False,True,True,True,True,True
10029,3,,MA,General Electric Aircraft,False,False,False,False,False,False,False
10176,A,A,MA,MBTA South Boston Power Facility,True,False,True,True,True,True,True
10176,B,B,MA,MBTA South Boston Power Facility,True,False,True,True,True,True,True
10307,1,1,MA,Bellingham,True,False,True,True,True,True,True
10307,2,2,MA,Bellingham,True,False,True,True,True,True,True
10726,1,1,MA,MASSPOWER,True,False,True,True,True,True,True
10726,2,2,MA,MASSPOWER,True,False,True,True,True,True,True
10823,S42,S42,MA,Deer Island Treatment,True,False,True,True,True,True,True
10823,S43,S43,MA,Deer Island Treatment,True,False,True,True,True,True,True
1586,FJ-1,,MA,Framingham Station,False,False,False,False,False,False,False
1586,FJ-2,,MA,Framingham Station,False,False,False,False,False,False,False
1586,FJ-3,,MA,Framingham Station,False,False,False,False,False,False,False
1588,7,7,MA,Mystic,True,False,True,True,True,True,True
1588,81,81,MA,Mystic,True,False,True,True,True,True,True
1588,82,82,MA,Mystic,True,False,True,True,True,True,True
1588,93,93,MA,Mystic,True,False,True,True,True,True,True
1588,94,94,MA,Mystic,True,False,True,True,True,True,True
1588,MJ-1,,MA,Mystic,True,False,True,True,True,True,True
1592,J1T1,J1T1,MA,Medway Station,True,False,True,True,True,True,True
1592,J1T2,J1T2,MA,Medway Station,True,False,True,True,True,True,True
1592,J2T1,J2T1,MA,Medway Station,True,False,True,True,True,True,True
1592,J2T2,J2T2,MA,Medway Station,True,False,True,True,True,True,True
1592,J3T1,J3T1,MA,Medway Station,True,False,True,True,True,True,True
1592,J3T2,J3T2,MA,Medway Station,True,False,True,True,True,True,True
1594,11,,MA,Blackstone,False,False,False,False,False,False,False
1594,12,,MA,Blackstone,False,False,False,False,False,False,False
1595,2,2,MA,Kendall Green Energy LLC,True,False,True,True,True,True,True
1595,3,3,MA,Kendall Green Energy LLC,True,False,True,True,True,True,True
1595,4,4,MA,Kendall Green Energy LLC,True,False,True,True,True,True,True
1595,S6,,MA,Kendall Green Energy LLC,True,False,True,True,True,True,True
1599,1,1,MA,Canal Station,True,False,True,True,True,True,True
1599,2,2,MA,Canal Station,True,False,True,True,True,True,True
1599,3,3,MA,Canal Station,True,False,True,True,True,True,True
1631,10,,MA,Doreen,False,False,False,False,False,False,False
1642,10,,MA,West Springfield,False,False,False,False,False,False,False
1642,3,,MA,West Springfield,True,False,True,True,True,True,True
1642,CTG1,,MA,West Springfield,True,False,True,True,True,True,True
1642,CTG2,,MA,West Springfield,True,False,True,True,True,True,True
1643,10,,MA,Woodland Road,False,False,False,False,False,False,False
1660,3,3,MA,Potter,True,False,True,True,True,True,True
1660,4,4,MA,Potter,True,False,True,True,True,True,True
1660,5,5,MA,Potter,True,False,True,True,True,True,True
1678,1,,MA,Waters River,True,False,True,True,True,True,True
1678,2,2,MA,Waters River,True,False,True,True,True,True,True
1682,8,8,MA,Cleary Flood,True,False,True,True,True,True,True
1682,9,9,MA,Cleary Flood,True,False,True,True,True,True,True
50002,1,1,MA,Pittsfield Generating,True,False,True,True,True,True,True
50002,2,2,MA,Pittsfield Generating,True,False,True,True,True,True,True
50002,3,3,MA,Pittsfield Generating,True,False,True,True,True,True,True
52026,1,1,MA,Dartmouth Power,True,False,True,True,True,True,True
52026,2,,MA,Dartmouth Power,True,False,True,True,True,True,True
54586,2,,MA,"Tanner Street Generation, LLC",True,False,True,True,True,True,True
54805,1,1,MA,"Milford Power, LLC",True,False,True,True,True,True,True
54907,1,,MA,MIT Central Utility Plant,False,False,False,False,False,False,False
55026,1,1,MA,Dighton,True,False,True,True,True,True,True
55041,1,1,MA,Berkshire Power,True,False,True,True,True,True,True
55079,1,1,MA,Millennium Power,True,False,True,True,True,True,True
55211,1,1,MA,Bellingham Power Generation LLC,True,False,True,True,True,True,True
55211,2,2,MA,Bellingham Power Generation LLC,True,False,True,True,True,True,True
55212,1,1,MA,Blackstone Power Generation LLC,True,False,True,True,True,True,True
55212,2,2,MA,Blackstone Power Generation LLC,True,False,True,True,True,True,True
55317,11,11,MA,Fore River Energy Center,True,False,True,True,True,True,True
55317,12,12,MA,Fore River Energy Center,True,False,True,True,True,True,True
59882,J4,J4,MA,Exelon West Medway II,True,False,True,True,True,True,True
59882,J5,J5,MA,Exelon West Medway II,True,False,True,True,True,True,True
6081,001,001,MA,Stony Brook Energy Center,True,False,True,True,True,True,True
6081,002,002,MA,Stony Brook Energy Center,True,False,True,True,True,True,True
6081,003,003,MA,Stony Brook Energy Center,True,False,True,True,True,True,True
6081,004,004,MA,Stony Brook Energy Center,True,False,True,True,True,True,True
6081,005,005,MA,Stony Brook Energy Center,True,False,True,True,True,True,True
60903,1,1,MA,Salem Harbor Station NGCC,True,False,True,True,True,True,True
60903,2,2,MA,Salem Harbor Station NGCC,True,False,True,True,True,True,True
63559,1,1,MA,MMWEC Simple Cycle Gas Turbine,True,False,True,True,True,True,True
880023,K1,,MA,Kneeland Station,False,False,False,False,False,False,False
880023,K2,,MA,Kneeland Station,False,False,False,False,False,False,False
880023,K3,,MA,Kneeland Station,False,False,False,False,False,False,False
880023,K4,,MA,Kneeland Station,False,False,False,False,False,False,False
10678,001,001,MD,AES Warrior Run,True,False,True,True,True,True,True
1554,1,1,MD,Herbert A Wagner,True,False,True,True,True,True,True
1554,2,2,MD,Herbert A Wagner,True,False,True,True,True,True,True
1554,3,3,MD,Herbert A Wagner,True,False,True,True,True,True,True
1554,4,4,MD,Herbert A Wagner,True,False,True,True,True,True,True
1556,**51,**51,MD,Perryman,True,False,True,True,True,True,True
1556,6-1,6-1,MD,Perryman,True,False,True,True,True,True,True
1556,6-2,6-2,MD,Perryman,True,False,True,True,True,True,True
1556,CT1,CT1,MD,Perryman,True,False,True,True,True,True,True
1556,CT3,CT3,MD,Perryman,True,False,True,True,True,True,True
1556,CT4,CT4,MD,Perryman,True,False,True,True,True,True,True
1560,CT5,,MD,Westport,True,False,True,True,True,True,True
1564,8,8,MD,Vienna,True,False,True,True,True,True,True
1571,**GT3,**GT3,MD,Chalk Point,True,False,True,True,True,True,True
1571,**GT4,**GT4,MD,Chalk Point,True,False,True,True,True,True,True
1571,**GT5,**GT5,MD,Chalk Point,True,False,True,True,True,True,True
1571,**GT6,**GT6,MD,Chalk Point,True,False,True,True,True,True,True
1571,1,1,MD,Chalk Point,True,False,True,True,True,True,True
1571,2,2,MD,Chalk Point,True,False,True,True,True,True,True
1571,3,3,MD,Chalk Point,True,False,True,True,True,True,True
1571,4,4,MD,Chalk Point,True,False,True,True,True,True,True
1571,GT2,GT2,MD,Chalk Point,True,False,True,True,True,True,True
1571,SMECO,SMECO,MD,Chalk Point,True,False,True,True,True,True,True
1572,1,1,MD,Dickerson,True,False,True,True,True,True,True
1572,2,2,MD,Dickerson,True,False,True,True,True,True,True
1572,3,3,MD,Dickerson,True,False,True,True,True,True,True
1572,GT2,GT2,MD,Dickerson,True,False,True,True,True,True,True
1572,GT3,GT3,MD,Dickerson,True,False,True,True,True,True,True
1573,1,1,MD,Morgantown,True,False,True,True,True,True,True
1573,2,2,MD,Morgantown,True,False,True,True,True,True,True
1573,GT3,GT3,MD,Morgantown,True,False,True,True,True,True,True
1573,GT4,GT4,MD,Morgantown,True,False,True,True,True,True,True
1573,GT5,GT5,MD,Morgantown,True,False,True,True,True,True,True
1573,GT6,GT6,MD,Morgantown,True,False,True,True,True,True,True
50282,PR003,,MD,Luke Paper Company,True,False,True,True,True,True,True
50282,PR004,,MD,Luke Paper Company,True,False,True,True,True,True,True
50282,PR005,,MD,Luke Paper Company,True,False,True,True,True,True,True
54795,C6,,MD,"American Sugar Refining, Inc.",False,False,False,False,False,False,False
54832,1,1,MD,Brandywine Power Facility,True,False,True,True,True,True,True
54832,2,2,MD,Brandywine Power Facility,True,False,True,True,True,True,True
56668,CGTC,,MD,NIH Cogeneration Facility,False,False,False,False,False,False,False
56846,GT1,GT1,MD,CPV St. Charles Energy Center,True,False,True,True,True,True,True
56846,GT2,GT2,MD,CPV St. Charles Energy Center,True,False,True,True,True,True,True
59073,214JA,,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59073,214JB,,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59073,B921A,B921A,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59073,B921B,B921B,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59073,GT501A,GT501A,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59073,GT501B,GT501B,MD,Cove Point LNG Terminal,True,False,True,True,True,True,True
59220,CT1,CT1,MD,Wildcat Point Generation Facility,True,False,True,True,True,True,True
59220,CT2,CT2,MD,Wildcat Point Generation Facility,True,False,True,True,True,True,True
602,1,1,MD,Brandon Shores,True,False,True,True,True,True,True
602,2,2,MD,Brandon Shores,True,False,True,True,True,True,True
60302,11,11,MD,Keys Energy Center,True,False,True,True,True,True,True
60302,12,12,MD,Keys Energy Center,True,False,True,True,True,True,True
7835,1,1,MD,Rock Springs Generating Facility,True,False,True,True,True,True,True
7835,2,2,MD,Rock Springs Generating Facility,True,False,True,True,True,True,True
7835,3,3,MD,Rock Springs Generating Facility,True,False,True,True,True,True,True
7835,4,4,MD,Rock Springs Generating Facility,True,False,True,True,True,True,True
1507,3,3,ME,William F Wyman,True,False,True,True,True,True,True
1507,4,4,ME,William F Wyman,True,False,True,True,True,True,True
50243,GEN4,GEN4,ME,Bucksport Generation LLC,True,False,True,True,True,True,True
55031,CT01,CT01,ME,Androscoggin Energy,True,False,True,True,True,True,True
55031,CT02,CT02,ME,Androscoggin Energy,True,False,True,True,True,True,True
55031,CT03,CT03,ME,Androscoggin Energy,True,False,True,True,True,True,True
55068,1,1,ME,Maine Independence Station,True,False,True,True,True,True,True
55068,2,2,ME,Maine Independence Station,True,False,True,True,True,True,True
55100,1,1,ME,Rumford Power,True,False,True,True,True,True,True
55294,1,1,ME,Westbrook Energy Center,True,False,True,True,True,True,True
55294,2,2,ME,Westbrook Energy Center,True,False,True,True,True,True,True
1016,GT-1,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-2,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-3,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-4,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-5,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-6,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-7,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
1016,GT-8,,NC,Butler-Warner Generation Plant,False,False,False,False,False,False,False
10378,BLR01A,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10378,BLR01B,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10378,BLR01C,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10378,BLR02A,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10378,BLR02B,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10378,BLR02C,,NC,CPI USA North Carolina Southport,False,False,False,False,False,False,False
10379,BLR01A,,NC,CPI USA North Carolina Roxboro,False,False,False,False,False,False,False
10379,BLR01B,,NC,CPI USA North Carolina Roxboro,False,False,False,False,False,False,False
10379,BLR01C,,NC,CPI USA North Carolina Roxboro,False,False,False,False,False,False,False
10382,UNIT1,,NC,NC Renewable Power - Lumberton LLC,False,False,False,False,False,False,False
10382,UNIT2,,NC,NC Renewable Power - Lumberton LLC,False,False,False,False,False,False,False
10384,BLR01A,,NC,"Edgecombe Genco, LLC",False,False,False,False,False,False,False
10384,BLR01B,,NC,"Edgecombe Genco, LLC",False,False,False,False,False,False,False
10384,BLR02A,,NC,"Edgecombe Genco, LLC",False,False,False,False,False,False,False
10384,BLR02B,,NC,"Edgecombe Genco, LLC",False,False,False,False,False,False,False
10525,ES5A,,NC,Craven County Wood Energy,False,False,False,False,False,False,False
2706,1,,NC,Asheville,False,False,False,False,False,False,False
2706,2,,NC,Asheville,False,False,False,False,False,False,False
2706,3,,NC,Asheville,False,False,False,False,False,False,False
2706,4,,NC,Asheville,False,False,False,False,False,False,False
2706,CT5,,NC,Asheville,False,False,False,False,False,False,False
2706,CT7,,NC,Asheville,False,False,False,False,False,False,False
2707,1,,NC,Blewett,False,False,False,False,False,False,False
2707,2,,NC,Blewett,False,False,False,False,False,False,False
2707,3,,NC,Blewett,False,False,False,False,False,False,False
2707,4,,NC,Blewett,False,False,False,False,False,False,False
2709,01A,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,01B,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,01C,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,10,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,11,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,12,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,13,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2709,14,,NC,H F Lee Steam Electric Plant,False,False,False,False,False,False,False
2712,1,,NC,Roxboro,False,False,False,False,False,False,False
2712,2,,NC,Roxboro,False,False,False,False,False,False,False
2712,3A,,NC,Roxboro,False,False,False,False,False,False,False
2712,3B,,NC,Roxboro,False,False,False,False,False,False,False
2712,4A,,NC,Roxboro,False,False,False,False,False,False,False
2712,4B,,NC,Roxboro,False,False,False,False,False,False,False
2713,01A,,NC,L V Sutton,False,False,False,False,False,False,False
2713,01B,,NC,L V Sutton,False,False,False,False,False,False,False
2713,4,,NC,L V Sutton,False,False,False,False,False,False,False
2713,5,,NC,L V Sutton,False,False,False,False,False,False,False
2716,4,,NC,W H Weatherspoon,False,False,False,False,False,False,False
2716,5,,NC,W H Weatherspoon,False,False,False,False,False,False,False
2716,6,,NC,W H Weatherspoon,False,False,False,False,False,False,False
2716,7,,NC,W H Weatherspoon,False,False,False,False,False,False,False
2718,1,,NC,G G Allen,False,False,False,False,False,False,False
2718,2,,NC,G G Allen,False,False,False,False,False,False,False
2718,3,,NC,G G Allen,False,False,False,False,False,False,False
2718,4,,NC,G G Allen,False,False,False,False,False,False,False
2718,5,,NC,G G Allen,False,False,False,False,False,False,False
2720,11C,,NC,Buck,False,False,False,False,False,False,False
2720,12C,,NC,Buck,False,False,False,False,False,False,False
2721,5,,NC,Cliffside,False,False,False,False,False,False,False
2721,6,,NC,Cliffside,False,False,False,False,False,False,False
2723,8C,,NC,Dan River,False,False,False,False,False,False,False
2723,9C,,NC,Dan River,False,False,False,False,False,False,False
2727,1,,NC,Marshall,False,False,False,False,False,False,False
2727,2,,NC,Marshall,False,False,False,False,False,False,False
2727,3,,NC,Marshall,False,False,False,False,False,False,False
2727,4,,NC,Marshall,False,False,False,False,False,False,False
50555,1,,NC,Rosemary Power Station,False,False,False,False,False,False,False
50555,2,,NC,Rosemary Power Station,False,False,False,False,False,False,False
54276,ES001,,NC,University of NC Chapel Hill,False,False,False,False,False,False,False
54276,ES002,,NC,University of NC Chapel Hill,False,False,False,False,False,False,False
54276,ES003,,NC,University of NC Chapel Hill,False,False,False,False,False,False,False
55116,CT1,,NC,Rockingham County Combustion Turbine,False,False,False,False,False,False,False
55116,CT2,,NC,Rockingham County Combustion Turbine,False,False,False,False,False,False,False
55116,CT3,,NC,Rockingham County Combustion Turbine,False,False,False,False,False,False,False
55116,CT4,,NC,Rockingham County Combustion Turbine,False,False,False,False,False,False,False
55116,CT5,,NC,Rockingham County Combustion Turbine,False,False,False,False,False,False,False
56249,ES1-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES1-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES2-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES2-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES3-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES3-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES4-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES4-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES5-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES5-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES6-A,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56249,ES6-B,,NC,NCEMC Anson Plant,False,False,False,False,False,False,False
56292,ES1-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES1-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES2-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES2-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES3-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES3-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES4-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES4-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES5-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES5-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES6-A,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
56292,ES6-B,,NC,NCEMC Hamlet Plant,False,False,False,False,False,False,False
57029,ES1,,NC,Cleveland County Generating Facility,False,False,False,False,False,False,False
57029,ES2,,NC,Cleveland County Generating Facility,False,False,False,False,False,False,False
57029,ES3,,NC,Cleveland County Generating Facility,False,False,False,False,False,False,False
57029,ES4,,NC,Cleveland County Generating Facility,False,False,False,False,False,False,False
59325,ES-1,,NC,Kings Mountain Energy Center,False,False,False,False,False,False,False
6250,1A,,NC,Mayo,False,False,False,False,False,False,False
6250,1B,,NC,Mayo,False,False,False,False,False,False,False
7277,1,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,10,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,11,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,12,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,13,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,14,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,15,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,16,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,17,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,2,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,3,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,4,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,5,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,6,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,7,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,8,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7277,9,,NC,Lincoln Combustion Turbine,False,False,False,False,False,False,False
7805,1,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,10,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,2,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,3,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,4,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,6,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,7,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,8,,NC,Richmond County Plant,False,False,False,False,False,False,False
7805,9,,NC,Richmond County Plant,False,False,False,False,False,False,False
7826,1,,NC,Plant Rowan County,False,False,False,False,False,False,False
7826,2,,NC,Plant Rowan County,False,False,False,False,False,False,False
7826,3,,NC,Plant Rowan County,False,False,False,False,False,False,False
7826,4,,NC,Plant Rowan County,False,False,False,False,False,False,False
7826,5,,NC,Plant Rowan County,False,False,False,False,False,False,False
8042,1,,NC,Belews Creek,False,False,False,False,False,False,False
8042,2,,NC,Belews Creek,False,False,False,False,False,False,False
2362,CT1,,NH,Lost Nation,False,False,False,False,False,False,False
2364,1,1,NH,Merrimack,True,False,True,True,True,True,True
2364,2,2,NH,Merrimack,True,False,True,True,True,True,True
2364,CT1,,NH,Merrimack,True,False,True,True,True,True,True
2364,CT2,,NH,Merrimack,True,False,True,True,True,True,True
2367,4,4,NH,Schiller,True,False,True,True,True,True,True
2367,5,5,NH,Schiller,True,False,True,True,True,True,True
2367,6,6,NH,Schiller,True,False,True,True,True,True,True
2367,CT1,,NH,Schiller,True,False,True,True,True,True,True
2369,CT1,,NH,White Lake,False,False,False,False,False,False,False
55170,0001,0001,NH,Granite Ridge Energy,True,False,True,True,True,True,True
55170,0002,0002,NH,Granite Ridge Energy,True,False,True,True,True,True,True
55661,1,1,NH,Newington Energy,True,False,True,True,True,True,True
55661,2,2,NH,Newington Energy,True,False,True,True,True,True,True
58054,ST01,,NH,Burgess BioPower,False,False,False,False,False,False,False
