oris,cems_unit,coats_unit,state,facility_name,coats_linked,oblig_pre2009,oblig_2020,oblig_2021q1_2022q2,oblig_2022q3_2023q4,oblig_2024q1_2026q2,oblig_2026q3_on
58426,CT1,CT1,PA,Hamilton Patriot Generation Plant,True,False,False,False,True,False,False
58426,CT2,CT2,PA,Hamilton Patriot Generation Plant,True,False,False,False,True,False,False
58933,101,101,PA,Shell Chemical Appalachia LLC,True,False,False,False,True,False,False
58933,102,102,PA,Shell Chemical Appalachia LLC,True,False,False,False,True,False,False
58933,103,103,PA,Shell Chemical Appalachia LLC,True,False,False,False,True,False,False
59906,201,201,PA,Moxie Freedom Generation Plant,True,False,False,False,True,False,False
59906,202,202,PA,Moxie Freedom Generation Plant,True,False,False,False,True,False,False
60357,1,1,PA,Lackawanna Energy Center,True,False,False,False,True,False,False
60357,2,2,PA,Lackawanna Energy Center,True,False,False,False,True,False,False
60357,3,3,PA,Lackawanna Energy Center,True,False,False,False,True,False,False
60368,CT1,CT1,PA,Hummel Station,True,False,False,False,True,False,False
60368,CT2,CT2,PA,Hummel Station,True,False,False,False,True,False,False
60368,CT3,CT3,PA,Hummel Station,True,False,False,False,True,False,False
60464,101,101,PA,Tenaska Westmoreland Generating Station,True,False,False,False,True,False,False
60464,102,102,PA,Tenaska Westmoreland Generating Station,True,False,False,False,True,False,False
60589,CT-1,CT-1,PA,"CPV Fairview, LLC",True,False,False,False,True,False,False
60589,CT-2,CT-2,PA,"CPV Fairview, LLC",True,False,False,False,True,False,False
6094,1,,PA,Bruce Mansfield,False,False,False,False,False,False,False
6094,2,,PA,Bruce Mansfield,False,False,False,False,False,False,False
6094,3,,PA,Bruce Mansfield,False,False,False,False,False,False,False
61028,CT1,CT1,PA,Hickory Run Energy Station,True,False,False,False,True,False,False
61028,CT2,CT2,PA,Hickory Run Energy Station,True,False,False,False,True,False,False
61035,01,01,PA,Birdsboro Power,True,False,False,False,True,False,False
62565,01,01,PA,Hill Top Energy Center,True,False,False,False,True,False,False
7701,PHBLR4,,PA,Fairless Hills Generating Station,False,False,False,False,False,False,False
7701,PHBLR5,,PA,Fairless Hills Generating Station,False,False,False,False,False,False,False
8012,11,11,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,12,12,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,21,21,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,22,22,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,31,31,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,32,32,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,41,41,PA,Croydon Generating Station,True,False,False,False,True,False,False
8012,42,42,PA,Croydon Generating Station,True,False,False,False,True,False,False
8226,1,,PA,Cheswick,False,False,False,False,False,False,False
880006,1,,PA,Vicinity Energy Philadelphia Edison Sta,False,False,False,False,False,False,False
880006,2,,PA,Vicinity Energy Philadelphia Edison Sta,False,False,False,False,False,False,False
880006,3,,PA,Vicinity Energy Philadelphia Edison Sta,False,False,False,False,False,False,False
880006,4,,PA,Vicinity Energy Philadelphia Edison Sta,False,False,False,False,False,False,False
880007,052,,PA,AdvanSix Resins & Chemicals LLC,False,False,False,False,False,False,False
880025,034,,PA,Trainer Refinery,False,False,False,False,False,False,False
880025,035,,PA,Trainer Refinery,False,False,False,False,False,False,False
880025,053,,PA,Trainer Refinery,False,False,False,False,False,False,False
880049,32001,,PA,Bernville Station,False,False,False,False,False,False,False
880050,31801,,PA,Shermans Dale Station,False,False,False,False,False,False,False
880071,31301,,PA,Armagh Compressor Station,False,False,False,False,False,False,False
880072,31601,,PA,Entriken Compressor Station,False,False,False,False,False,False,False
880107,AB01,,PA,ETMT Marcus Hook Terminal,False,False,False,False,False,False,False
880107,AB03,,PA,ETMT Marcus Hook Terminal,False,False,False,False,False,False,False
880107,AB04,,PA,ETMT Marcus Hook Terminal,False,False,False,False,False,False,False
3236,10,10,RI,Manchester Street Station,True,False,True,True,True,True,True
3236,11,11,RI,Manchester Street Station,True,False,True,True,True,True,True
3236,9,9,RI,Manchester Street Station,True,False,True,True,True,True,True
51030,1,1,RI,Ocean State Power,True,False,True,True,True,True,True
51030,2,2,RI,Ocean State Power,True,False,True,True,True,True,True
54056,1,,RI,"Pawtucket Power Associates, LP",True,False,True,True,True,True,True
54324,3,3,RI,Ocean State Power II,True,False,True,True,True,True,True
54324,4,4,RI,Ocean State Power II,True,False,True,True,True,True,True
55048,1,1,RI,"Tiverton Power, LLC",True,False,True,True,True,True,True
55107,RISEP1,RISEP1,RI,Rhode Island State Energy Center,True,False,True,True,True,True,True
55107,RISEP2,RISEP2,RI,Rhode Island State Energy Center,True,False,True,True,True,True,True
10017,002,,VA,RockTenn West Point Mill,False,False,False,False,False,False,False
10633,1,1,VA,Hopewell Cogeneration Facility,True,False,False,True,True,False,True
10633,2,2,VA,Hopewell Cogeneration Facility,True,False,False,True,True,False,True
10633,3,3,VA,Hopewell Cogeneration Facility,True,False,False,True,True,False,True
10771,1,,VA,Hopewell Power Station,False,False,False,False,False,False,False
10771,2,,VA,Hopewell Power Station,False,False,False,False,False,False,False
10773,1,,VA,Altavista Power Station,False,False,False,False,False,False,False
10773,2,,VA,Altavista Power Station,False,False,False,False,False,False,False
10774,1,,VA,Southampton Power Station,False,False,False,False,False,False,False
10774,2,,VA,Southampton Power Station,False,False,False,False,False,False,False
3775,1,1,VA,Clinch River,True,False,False,True,True,False,True
3775,2,2,VA,Clinch River,True,False,False,True,True,False,True
3785,TA10,TA10,VA,Tasley Energy Center,True,False,False,True,True,False,True
3797,**8A,**8A,VA,Chesterfield Power Station,True,False,False,True,True,False,True
3797,5,5,VA,Chesterfield Power Station,True,False,False,True,True,False,True
3797,6,6,VA,Chesterfield Power Station,True,False,False,True,True,False,True
3797,7,7,VA,Chesterfield Power Station,True,False,False,True,True,False,True
3804,5,,VA,Possum Point Power Station,True,False,False,True,True,False,True
3804,6A,6A,VA,Possum Point Power Station,True,False,False,True,True,False,True
3804,6B,6B,VA,Possum Point Power Station,True,False,False,True,True,False,True
3809,3,3,VA,Yorktown Power Station,True,False,False,True,True,False,True
50479,6,,VA,"GP Big Island, LLC",False,False,False,False,False,False,False
50900,001,,VA,WestRock Virginia Corp Covington Ops,False,False,False,False,False,False,False
50900,004,,VA,WestRock Virginia Corp Covington Ops,False,False,False,False,False,False,False
50900,005,,VA,WestRock Virginia Corp Covington Ops,False,False,False,False,False,False,False
50900,011,,VA,WestRock Virginia Corp Covington Ops,False,False,False,False,False,False,False
52019,501,501,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,502,502,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,601,601,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,602,602,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,CT1,CT1,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,CT2,CT2,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52019,CT3,CT3,VA,Doswell Limited Partnership,True,False,False,True,True,False,True
52087,CT-1,CT-1,VA,Elizabeth River Combustion Turbine Sta,True,False,False,True,True,False,True
52087,CT-2,CT-2,VA,Elizabeth River Combustion Turbine Sta,True,False,False,True,True,False,True
52087,CT-3,CT-3,VA,Elizabeth River Combustion Turbine Sta,True,False,False,True,True,False,True
52089,BLR010,,VA,Celanese Acetate LLC,False,False,False,False,False,False,False
52089,BLR011,,VA,Celanese Acetate LLC,False,False,False,False,False,False,False
52089,BLR012,,VA,Celanese Acetate LLC,False,False,False,False,False,False,False
52089,BLR013,,VA,Celanese Acetate LLC,False,False,False,False,False,False,False
52089,BLR014,,VA,Celanese Acetate LLC,False,False,False,False,False,False,False
54081,BLR01A,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR01B,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR02A,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR02B,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR03A,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR03B,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR04A,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54081,BLR04B,,VA,"Spruance Operating Services, LLC",False,False,False,False,False,False,False
54304,001,001,VA,Birchwood Power Facility,True,False,False,True,True,False,True
54844,1,1,VA,Gordonsville Power Station,True,False,False,True,True,False,True
54844,2,2,VA,Gordonsville Power Station,True,False,False,True,True,False,True
55285,WH01,WH01,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH02,WH02,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH03,WH03,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH04,WH04,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH05,WH05,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH06,WH06,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH07,WH07,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH08,WH08,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH09,WH09,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55285,WH10,WH10,VA,Wolf Hills Energy,True,False,False,True,True,False,True
55381,CT-001,CT-001,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-002,CT-002,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-003,CT-003,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-004,CT-004,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-005,CT-005,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-006,CT-006,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55381,CT-007,CT-007,VA,Commonwealth Chesapeake,True,False,False,True,True,False,True
55439,CTGDB1,CTGDB1,VA,Tenaska Virginia Generating Station,True,False,False,True,True,False,True
55439,CTGDB2,CTGDB2,VA,Tenaska Virginia Generating Station,True,False,False,True,True,False,True
55439,CTGDB3,CTGDB3,VA,Tenaska Virginia Generating Station,True,False,False,True,True,False,True
55738,1,1,VA,Buchanan Units 1 & 2,True,False,False,True,True,False,True
55738,2,2,VA,Buchanan Units 1 & 2,True,False,False,True,True,False,True
55939,1A,1A,VA,Warren County Power Station,True,False,False,True,True,False,True
55939,1B,1B,VA,Warren County Power Station,True,False,False,True,True,False,True
55939,1C,1C,VA,Warren County Power Station,True,False,False,True,True,False,True
56807,1A,1A,VA,Bear Garden Generating Station,True,False,False,True,True,False,True
56807,1B,1B,VA,Bear Garden Generating Station,True,False,False,True,True,False,True
56808,1,1,VA,Virginia City Hybrid Energy Center,True,False,False,True,True,False,True
56808,2,2,VA,Virginia City Hybrid Energy Center,True,False,False,True,True,False,True
58260,1A,1A,VA,Brunswick County Power Station,True,False,False,True,True,False,True
58260,1B,1B,VA,Brunswick County Power Station,True,False,False,True,True,False,True
58260,1C,1C,VA,Brunswick County Power Station,True,False,False,True,True,False,True
59004,CT1,CT1,VA,"Potomac Energy Center, LLC",True,False,False,True,True,False,True
59004,CT2,CT2,VA,"Potomac Energy Center, LLC",True,False,False,True,True,False,True
59913,1A,1A,VA,Greensville County Power Station,True,False,False,True,True,False,True
59913,1B,1B,VA,Greensville County Power Station,True,False,False,True,True,False,True
59913,1C,1C,VA,Greensville County Power Station,True,False,False,True,True,False,True
7032,3,3,VA,Gravel Neck Combustion Turbine,True,False,False,True,True,False,True
7032,4,4,VA,Gravel Neck Combustion Turbine,True,False,False,True,True,False,True
7032,5,5,VA,Gravel Neck Combustion Turbine,True,False,False,True,True,False,True
7032,6,6,VA,Gravel Neck Combustion Turbine,True,False,False,True,True,False,True
7212,1,1,VA,Darbytown Combustion Turbine,True,False,False,True,True,False,True
7212,2,2,VA,Darbytown Combustion Turbine,True,False,False,True,True,False,True
7212,3,3,VA,Darbytown Combustion Turbine,True,False,False,True,True,False,True
7212,4,4,VA,Darbytown Combustion Turbine,True,False,False,True,True,False,True
7213,1,1,VA,Clover Power Station,True,False,False,True,True,False,True
7213,2,2,VA,Clover Power Station,True,False,False,True,True,False,True
7836,EU1,EU1,VA,Marsh Run Generation Facility,True,False,False,True,True,False,True
7836,EU2,EU2,VA,Marsh Run Generation Facility,True,False,False,True,True,False,True
7836,EU3,EU3,VA,Marsh Run Generation Facility,True,False,False,True,True,False,True
7837,EU1,EU1,VA,Louisa Generation Facility,True,False,False,True,True,False,True
7837,EU2,EU2,VA,Louisa Generation Facility,True,False,False,True,True,False,True
7837,EU3,EU3,VA,Louisa Generation Facility,True,False,False,True,True,False,True
7837,EU4,EU4,VA,Louisa Generation Facility,True,False,False,True,True,False,True
7837,EU5,EU5,VA,Louisa Generation Facility,True,False,False,True,True,False,True
7838,1,1,VA,Remington Combustion Turbine Station,True,False,False,True,True,False,True
7838,2,2,VA,Remington Combustion Turbine Station,True,False,False,True,True,False,True
7838,3,3,VA,Remington Combustion Turbine Station,True,False,False,True,True,False,True
7838,4,4,VA,Remington Combustion Turbine Station,True,False,False,True,True,False,True
7839,1,1,VA,Ladysmith Combustion Turbine Sta,True,False,False,True,True,False,True
7839,2,2,VA,Ladysmith Combustion Turbine Sta,True,False,False,True,True,False,True
7839,3,3,VA,Ladysmith Combustion Turbine Sta,True,False,False,True,True,False,True
7839,4,4,VA,Ladysmith Combustion Turbine Sta,True,False,False,True,True,False,True
7839,5,5,VA,Ladysmith Combustion Turbine Sta,True,False,False,True,True,False,True
880093,10D,,VA,AdvanSix Resins and Chemicals - Hopewell,False,False,False,False,False,False,False
880093,10E,,VA,AdvanSix Resins and Chemicals - Hopewell,False,False,False,False,False,False,False
880093,10F,,VA,AdvanSix Resins and Chemicals - Hopewell,False,False,False,False,False,False,False
3734,A,A,VT,Berlin 5,True,False,True,True,True,True,True
3734,B,B,VT,Berlin 5,True,False,True,True,True,True,True
3754,CT1,CT1,VT,Penny Lane Gas Turbine,True,False,True,True,True,True,True
3754,CT2,CT2,VT,Penny Lane Gas Turbine,True,False,True,True,True,True,True
589,1,,VT,J C McNeil,False,False,False,False,False,False,False
10151,1A,,WV,Grant Town Power Plant,False,False,False,False,False,False,False
10151,1B,,WV,Grant Town Power Plant,False,False,False,False,False,False,False
10743,CFB1,,WV,Morgantown Energy Facility,False,False,False,False,False,False,False
10743,CFB2,,WV,Morgantown Energy Facility,False,False,False,False,False,False,False
10788,612,,WV,Chemours Belle Plant,False,False,False,False,False,False,False
3935,1,,WV,John E Amos,False,False,False,False,False,False,False
3935,2,,WV,John E Amos,False,False,False,False,False,False,False
3935,3,,WV,John E Amos,False,False,False,False,False,False,False
3935,AUX1,,WV,John E Amos,False,False,False,False,False,False,False
3935,AUX3,,WV,John E Amos,False,False,False,False,False,False,False
3943,1,,WV,Fort Martin Power Station,False,False,False,False,False,False,False
3943,2,,WV,Fort Martin Power Station,False,False,False,False,False,False,False
3944,1,,WV,Harrison Power Station,False,False,False,False,False,False,False
3944,2,,WV,Harrison Power Station,False,False,False,False,False,False,False
3944,3,,WV,Harrison Power Station,False,False,False,False,False,False,False
3948,1,,WV,Mitchell (WV),False,False,False,False,False,False,False
3948,2,,WV,Mitchell (WV),False,False,False,False,False,False,False
3948,AUX1,,WV,Mitchell (WV),False,False,False,False,False,False,False
3954,1,,WV,Mount Storm Power Station,False,False,False,False,False,False,False
3954,2,,WV,Mount Storm Power Station,False,False,False,False,False,False,False
3954,3,,WV,Mount Storm Power Station,False,False,False,False,False,False,False
50151,B26,,WV,UCC South Charleston Plant,False,False,False,False,False,False,False
50151,B27,,WV,UCC South Charleston Plant,False,False,False,False,False,False,False
50491,001,,WV,Axiall Corporation Natrium Plant,False,False,False,False,False,False,False
50491,002,,WV,Axiall Corporation Natrium Plant,False,False,False,False,False,False,False
50491,003,,WV,Axiall Corporation Natrium Plant,False,False,False,False,False,False,False
55276,01,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55276,02,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55276,03,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55276,04,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55276,05,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55276,06,,WV,Ceredo Generating Station,False,False,False,False,False,False,False
55284,GS01,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS02,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS03,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS04,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS05,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS06,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS07,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS08,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS09,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS10,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS11,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55284,GS12,,WV,Big Sandy Peaker Plant,False,False,False,False,False,False,False
55349,1,,WV,"Pleasants Energy, LLC",False,False,False,False,False,False,False
55349,2,,WV,"Pleasants Energy, LLC",False,False,False,False,False,False,False
56671,001,,WV,Longview Power,False,False,False,False,False,False,False
6004,1,,WV,Pleasants Power Station,False,False,False,False,False,False,False
6004,2,,WV,Pleasants Power Station,False,False,False,False,False,False,False
6264,1,,WV,Mountaineer (1301),False,False,False,False,False,False,False
6264,AUX1,,WV,Mountaineer (1301),False,False,False,False,False,False,False
6264,AUX2,,WV,Mountaineer (1301),False,False,False,False,False,False,False
880053,B016,,WV,Altivia Services Institute Facility,False,False,False,False,False,False,False
880053,B017,,WV,Altivia Services Institute Facility,False,False,False,False,False,False,False
