state,year,quarter,regime,group,n_plants,co2_tons,gross_mwh,co2_lb_per_mwh,nameplate_mw,gross_mwh_capmatched,capacity_factor
NH,2020,3,oblig_2020,covered,5.0,637574.635,1097060.14,1162.3330604282096,2477.1,1097060.14,0.200580092634035
NH,2020,3,oblig_2020,not_covered,3.0,287958.993,148611.0,3875.338878010376,111.6,148611.0,0.6030977286894188
NH,2020,4,oblig_2020,all,6.0,631998.5789999999,704076.53,1795.2553510056637,2552.1,704076.53,0.12494621685522977
NH,2020,4,oblig_2020,covered,5.0,383021.45699999994,566757.4500000001,1351.62389837134,2477.1,566757.4500000001,0.1036226344182275
NH,2020,4,oblig_2020,not_covered,1.0,248977.122,137319.08,3626.256773639905,75.0,137319.08,0.829221497584541
NH,2021,1,oblig_2021q1_2022q2,all,6.0,853256.728,958039.1099999999,1781.2565668639563,2552.1,958039.1099999999,0.1737928078837036
NH,2021,1,oblig_2021q1_2022q2,covered,5.0,561358.789,797946.9299999999,1407.0078294555253,2477.1,797946.9299999999,0.14913401760122724
NH,2021,1,oblig_2021q1_2022q2,not_covered,1.0,291897.939,160092.18,3646.6233266359422,75.0,160092.18,0.9882233333333333
NH,2021,2,oblig_2021q1_2022q2,all,8.0,746545.411,900997.3400000001,1657.153418455153,2588.7,900997.3400000001,0.15936360706032746
NH,2021,2,oblig_2021q1_2022q2,covered,5.0,469432.819,751410.74,1249.470613103028,2477.1,751410.74,0.13889327706997565
NH,2021,2,oblig_2021q1_2022q2,not_covered,3.0,277112.592,149586.6,3705.0456658550966,111.6,149586.6,0.6137278939698295
NH,2021,3,oblig_2021q1_2022q2,all,8.0,1104300.504,1589968.42,1389.0848272319774,2588.7,1589968.42,0.27816834438750804
NH,2021,3,oblig_2021q1_2022q2,covered,5.0,792427.954,1423055.42,1113.699358244249,2477.1,1423055.42,0.26018317279029535
NH,2021,3,oblig_2021q1_2022q2,not_covered,3.0,311872.55,166913.0,3736.9473917549863,111.6,166913.0,0.6773714677159628
NH,2021,4,oblig_2021q1_2022q2,all,6.0,670592.336,966657.0700000001,1387.4461933020361,2552.1,966657.0700000001,0.1715440562872633
NH,2021,4,oblig_2021q1_2022q2,covered,5.0,468137.208,834805.91,1121.5474217234519,2477.1,834805.91,0.152631055175553
NH,2021,4,oblig_2021q1_2022q2,not_covered,1.0,202455.128,131851.16,3070.9646847248064,75.0,131851.16,0.796202657004831
NH,2022,1,oblig_2021q1_2022q2,all,6.0,1007895.75,1202280.0899999999,1676.6405072881148,2552.1,1202280.0899999999,0.2180992722768613
NH,2022,1,oblig_2021q1_2022q2,covered,5.0,776244.8250000001,1053590.0899999999,1473.5233984594524,2477.1,1053590.0899999999,0.196912998996736
NH,2022,1,oblig_2021q1_2022q2,not_covered,1.0,231650.925,148690.0,3115.8911157441657,75.0,148690.0,0.9178395061728395
NH,2022,2,oblig_2021q1_2022q2,all,8.0,854541.1669999999,1306002.26,1308.636582298104,2588.7,1306002.26,0.23099871857839177
NH,2022,2,oblig_2021q1_2022q2,covered,5.0,635442.3319999999,1157848.24,1097.626286498479,2477.1,1157848.24,0.214020545412092
NH,2022,2,oblig_2021q1_2022q2,not_covered,3.0,219098.835,148154.02,2957.7170433849856,111.6,148154.02,0.6078502665196214
NH,2022,3,oblig_2022q3_2023q4,all,8.0,999973.2849999999,1500094.64,1333.2135964434883,2588.7,1500094.64,0.26244473612461744
NH,2022,3,oblig_2022q3_2023q4,covered,5.0,775819.531,1338283.86,1159.4244751632884,2477.1,1338283.86,0.2446840340124234
NH,2022,3,oblig_2022q3_2023q4,not_covered,3.0,224153.754,161810.78,2770.5663862444762,111.6,161810.78,0.6566654816632902
NH,2022,4,oblig_2022q3_2023q4,all,6.0,621658.674,751608.9299999999,1654.2077912778393,2552.1,751608.9299999999,0.13338137028670335
NH,2022,4,oblig_2022q3_2023q4,covered,5.0,411327.734,602677.87,1365.0002911173758,2477.1,602677.87,0.11019011500416277
NH,2022,4,oblig_2022q3_2023q4,not_covered,1.0,210330.94,148931.06,2824.540965464155,75.0,148931.06,0.8993421497584541
NH,2023,1,oblig_2022q3_2023q4,all,6.0,648253.8520000001,746763.08,1736.1700634691265,2552.1,746763.08,0.1354663407186819
NH,2023,1,oblig_2022q3_2023q4,covered,5.0,413240.25200000004,582969.08,1417.7089872416564,2477.1,582969.08,0.10895526728537103
NH,2023,1,oblig_2022q3_2023q4,not_covered,1.0,235013.6,163794.0,2869.624039952623,75.0,163794.0,1.011074074074074
NH,2023,2,oblig_2022q3_2023q4,all,8.0,736940.7880000001,1076110.74,1369.637455713898,2588.7,1076110.74,0.19033673187398997
NH,2023,2,oblig_2022q3_2023q4,covered,5.0,541130.9839999999,942012.14,1148.8832489993174,2477.1,942012.14,0.17412467802137174
NH,2023,2,oblig_2022q3_2023q4,not_covered,3.0,195809.804,134098.6,2920.38550738039,111.6,134098.6,0.5501833142962176
NH,2023,3,oblig_2022q3_2023q4,all,8.0,912565.2359999999,1329759.7699999998,1372.5264616781121,2588.7,1329759.7699999998,0.2326442896608056
NH,2023,3,oblig_2022q3_2023q4,covered,5.0,677970.771,1179839.0699999998,1149.259739296479,2477.1,1179839.0699999998,0.215714910537041
NH,2023,3,oblig_2022q3_2023q4,not_covered,3.0,234594.465,149920.7,3129.580704999376,111.6,149920.7,0.6084127934912473
NH,2023,4,oblig_2022q3_2023q4,all,6.0,590267.318,765069.94,1543.0414584057505,2552.1,765069.94,0.1357701763367366
NH,2023,4,oblig_2022q3_2023q4,covered,5.0,411680.875,651503.3099999999,1263.7875162905927,2477.1,651503.3099999999,0.11911707435763769
NH,2023,4,oblig_2022q3_2023q4,not_covered,1.0,178586.443,113566.63,3145.051376447465,75.0,113566.63,0.6857888285024155
NH,2024,1,oblig_2024q1_2026q2,all,6.0,575969.5920000001,713342.1,1614.8481689220366,2552.1,713342.1,0.12798159972545772
NH,2024,1,oblig_2024q1_2026q2,covered,5.0,382989.69200000004,592829.1,1292.0745354774253,2477.1,592829.1,0.10958051576617643
NH,2024,1,oblig_2024q1_2026q2,not_covered,1.0,192979.9,120513.0,3202.640379046244,75.0,120513.0,0.7357326007326007
NH,2024,2,oblig_2024q1_2026q2,all,8.0,610192.185,963908.7000000001,1266.0787997867433,2588.7,963908.7000000001,0.17049103309098676
NH,2024,2,oblig_2024q1_2026q2,covered,5.0,503974.391,893403.1000000001,1128.2127653239618,2477.1,893403.1000000001,0.16513962031401783
NH,2024,2,oblig_2024q1_2026q2,not_covered,3.0,106217.794,70505.6,3013.0314187809195,111.6,70505.6,0.2892722570141925
NH,2024,3,oblig_2024q1_2026q2,all,8.0,919900.5490000001,1401847.33,1312.4118858221175,2588.7,1401847.33,0.24525616104384554
NH,2024,3,oblig_2024q1_2026q2,covered,5.0,746695.879,1281025.98,1165.7778853165803,2477.1,1281025.98,0.23421533639441633
NH,2024,3,oblig_2024q1_2026q2,not_covered,3.0,173204.67,120821.35,2867.120256477849,111.6,120821.35,0.49032091677055745
NH,2024,4,oblig_2024q1_2026q2,all,6.0,771355.776,1021696.09,1509.9515081828297,2552.1,1021696.09,0.18131134298892246
NH,2024,4,oblig_2024q1_2026q2,covered,5.0,636679.982,928315.4299999999,1371.6888924274372,2477.1,928315.4299999999,0.16972779171705576
NH,2024,4,oblig_2024q1_2026q2,not_covered,1.0,134675.794,93380.66,2884.44725064055,75.0,93380.66,0.5638928743961353
NH,2025,1,oblig_2024q1_2026q2,all,6.0,848602.182,1020593.71,1662.9578914414435,2552.1,1020593.71,0.18514050701891108
NH,2025,1,oblig_2024q1_2026q2,covered,5.0,652136.334,884473.97,1474.63092441262,2477.1,884473.97,0.16530567591732864
NH,2025,1,oblig_2024q1_2026q2,not_covered,1.0,196465.848,136119.74,2886.6621108738527,75.0,136119.74,0.8402453086419752
NH,2025,2,oblig_2024q1_2026q2,all,8.0,737389.4419999999,1137930.3699999999,1296.0185639478098,2588.7,1137930.3699999999,0.20127105852131927
NH,2025,2,oblig_2024q1_2026q2,covered,5.0,600231.192,1045028.8400000001,1148.7361286603343,2477.1,1045028.8400000001,0.19316662977193438
NH,2025,2,oblig_2024q1_2026q2,not_covered,3.0,137158.25,92901.53,2952.766224625149,111.6,92901.53,0.3811588762193601
NH,2025,3,oblig_2024q1_2026q2,all,8.0,1070023.593,1604060.1400000001,1334.1439841526142,2588.7,1604060.1400000001,0.2806337206633289
NH,2025,3,oblig_2024q1_2026q2,covered,5.0,910226.5700000001,1493037.66,1219.294856902672,2477.1,1493037.66,0.27297831835263187
NH,2025,3,oblig_2024q1_2026q2,not_covered,3.0,159797.023,111022.48,2878.6426496687877,111.6,111022.48,0.4505548413069451
NH,2025,4,oblig_2024q1_2026q2,all,6.0,878133.169,1434167.61,1224.5893197936605,2552.1,1434167.61,0.25450900515858216
NH,2025,4,oblig_2024q1_2026q2,covered,5.0,729148.148,1328878.33,1097.3888753231456,2477.1,1328878.33,0.24296438163432113
NH,2025,4,oblig_2024q1_2026q2,not_covered,1.0,148985.021,105289.28,2830.0131029483723,75.0,105289.28,0.6358048309178744
NJ,2020,1,oblig_2020,all,35.0,3345614.598,7075930.399999999,945.6324211442217,15789.9,7075930.399999999,0.20518780180969298
NJ,2020,1,oblig_2020,covered,33.0,3345614.5979999998,7041527.65,950.2524918722714,13379.300000000001,7041527.65,0.2409799239785674
NJ,2020,1,oblig_2020,not_covered,2.0,0.0,34402.75,0.0,2410.6000000000004,34402.75,0.006534545303420272
NJ,2020,2,oblig_2020,all,35.0,3205982.6850000005,6663758.3,962.2145764200363,15789.9,6663758.3,0.19323563688078343
NJ,2020,2,oblig_2020,covered,33.0,3205951.685,6631225.05,966.9259181604763,13379.300000000001,6631225.05,0.22693827076483492
NJ,2020,2,oblig_2020,not_covered,2.0,31.0,32533.25,1.9057425864308053,2410.6000000000004,32533.25,0.0061794477474183766
NJ,2020,3,oblig_2020,all,35.0,5067008.738,10273283.18,986.4438951443369,15789.9,10273283.18,0.29466653135268733
NJ,2020,3,oblig_2020,covered,33.0,5067008.738,10238945.93,989.7520257732233,13379.300000000001,10238945.93,0.3465953953229935
NJ,2020,3,oblig_2020,not_covered,2.0,0.0,34337.25,0.0,2410.6000000000004,34337.25,0.0064512116323195735
NJ,2020,4,oblig_2020,all,35.0,3265115.6730000004,6728416.920000001,970.5449920306069,15789.9,6728416.920000001,0.19298983981780324
NJ,2020,4,oblig_2020,covered,33.0,3265115.6730000004,6695599.67,975.3019397588926,13379.300000000001,6695599.67,0.2266506758033202
NJ,2020,4,oblig_2020,not_covered,2.0,0.0,32817.25,0.0,2410.6000000000004,32817.25,0.006165637170732645
NJ,2021,1,oblig_2021q1_2022q2,all,35.0,2682563.369,5330609.64,1006.4752627431185,15789.9,5330609.64,0.15629451949241813
NJ,2021,1,oblig_2021q1_2022q2,covered,33.0,2682563.369,5298908.14,1012.4966495456176,13379.300000000001,5298908.14,0.1833577401630102
NJ,2021,1,oblig_2021q1_2022q2,not_covered,2.0,0.0,31701.5,0.0,2410.6000000000004,31701.5,0.00608836819479398
NJ,2021,2,oblig_2021q1_2022q2,all,35.0,3303615.034,7022889.68,940.8135922761641,15700.400000000001,7022889.680000002,0.2048106308016884
NJ,2021,2,oblig_2021q1_2022q2,covered,33.0,3303615.034,6990636.18,945.1543318622541,13289.8,6990636.18,0.24084942901761064
NJ,2021,2,oblig_2021q1_2022q2,not_covered,2.0,0.0,32253.5,0.0,2410.6000000000004,32253.5,0.006126311325224458
NJ,2021,3,oblig_2021q1_2022q2,all,35.0,4996024.723999999,9742721.580000002,1025.5911929693054,15700.400000000001,9742721.58,0.2810415329351897
NJ,2021,3,oblig_2021q1_2022q2,covered,33.0,4996024.723999999,9707139.580000002,1029.350548186925,13289.8,9707139.58,0.33080629110022486
NJ,2021,3,oblig_2021q1_2022q2,not_covered,2.0,0.0,35582.0,0.0,2410.6000000000004,35582.0,0.006685072692227684
NJ,2021,4,oblig_2021q1_2022q2,all,35.0,3637516.0470000007,7656376.68,950.1925516548648,15700.400000000001,7656376.68,0.22085818846487432
NJ,2021,4,oblig_2021q1_2022q2,covered,33.0,3637516.047,7621614.68,954.526356874289,13289.8,7621614.68,0.2597344010258712
NJ,2021,4,oblig_2021q1_2022q2,not_covered,2.0,0.0,34762.0,0.0,2410.6000000000004,34762.0,0.006531012785318946
NJ,2022,1,oblig_2021q1_2022q2,all,35.0,3095534.0120000006,5965342.45,1037.8394997256194,15700.400000000001,5965342.450000001,0.17590205445343693
NJ,2022,1,oblig_2021q1_2022q2,covered,33.0,3095534.012,5926776.199999999,1044.5928469510964,13289.8,5926776.199999999,0.20646494833408854
NJ,2022,1,oblig_2021q1_2022q2,not_covered,2.0,0.0,38566.25,0.0,2410.6000000000004,38566.25,0.00740676402985579
NJ,2022,2,oblig_2021q1_2022q2,all,35.0,3762726.0579999997,7949037.07,946.7124193446489,15700.400000000001,7949037.07,0.23182014395144315
NJ,2022,2,oblig_2021q1_2022q2,covered,33.0,3762726.0579999997,7916426.320000001,950.612285367673,13289.8,7916426.32,0.27274581453500624
NJ,2022,2,oblig_2021q1_2022q2,not_covered,2.0,0.0,32610.75,0.0,2410.6000000000004,32610.75,0.0061941682933344755
NJ,2022,3,oblig_2022q3_2023q4,all,34.0,5605015.39,12036824.100000001,931.3113398408804,14787.3,12036824.1,0.36865825338076536
NJ,2022,3,oblig_2022q3_2023q4,covered,32.0,5605015.390000001,11999154.100000001,934.2350874550399,12376.7,11999154.100000001,0.43908307560267235
NJ,2022,3,oblig_2022q3_2023q4,not_covered,2.0,0.0,37670.0,0.0,2410.6000000000004,37670.0,0.007077361821039202
NJ,2022,4,oblig_2022q3_2023q4,all,32.0,3188617.4429999995,7363405.4,866.071408481733,14760.3,7363405.4,0.2259354914234786
NJ,2022,4,oblig_2022q3_2023q4,covered,30.0,3188617.443,7329678.770000001,870.0565312768814,12349.699999999999,7329678.77,0.2688001240686126
NJ,2022,4,oblig_2022q3_2023q4,not_covered,2.0,0.0,33726.63,0.0,2410.6000000000004,33726.63,0.006336489607494435
NJ,2023,1,oblig_2022q3_2023q4,all,30.0,2590464.797,6048082.380000001,856.6235160970144,14760.3,6048082.38,0.1897006252507665
NJ,2023,1,oblig_2022q3_2023q4,covered,28.0,2590464.7970000007,6021389.16,860.4209853129641,12349.699999999999,6021389.160000001,0.22572857370354482
NJ,2023,1,oblig_2022q3_2023q4,not_covered,2.0,0.0,26693.22,0.0,2410.6000000000004,26693.22,0.0051265129935378
NJ,2023,2,oblig_2022q3_2023q4,all,30.0,3487132.9159999997,7863644.1400000015,886.8999801916262,14760.3,7863644.1400000015,0.24393607590443026
NJ,2023,2,oblig_2022q3_2023q4,covered,28.0,3487132.916,7830788.670000001,890.6211271820721,12349.699999999999,7830788.670000001,0.29033304030075213
NJ,2023,2,oblig_2022q3_2023q4,not_covered,2.0,0.0,32855.47,0.0,2410.6000000000004,32855.47,0.006240651028774317
NJ,2023,3,oblig_2022q3_2023q4,all,29.0,4959300.648,11509640.180000002,861.7646721254841,14760.3,11509640.180000002,0.35315673508560524
NJ,2023,3,oblig_2022q3_2023q4,covered,27.0,4959300.648,11474727.49,864.3866535953788,12349.699999999999,11474727.490000002,0.4208108253788481
NJ,2023,3,oblig_2022q3_2023q4,not_covered,2.0,0.0,34912.69,0.0,2410.6000000000004,34912.69,0.006559324111382456
NJ,2023,4,oblig_2022q3_2023q4,all,29.0,3655840.003,8832573.819999998,827.8085363344295,14760.3,8832573.82,0.27101480879429124
NJ,2023,4,oblig_2022q3_2023q4,covered,27.0,3655840.003,8798215.81,831.0412206176607,12349.699999999999,8798215.81,0.3226555454230949
NJ,2023,4,oblig_2022q3_2023q4,not_covered,2.0,0.0,34358.01,0.0,2410.6000000000004,34358.01,0.006455111978255458
NJ,2024,1,oblig_2024q1_2026q2,all,28.0,2931779.662,6994668.44,838.289816636398,14625.3,6994668.44,0.21898265434910838
NJ,2024,1,oblig_2024q1_2026q2,covered,26.0,2931779.6620000005,6959567.26,842.517803901503,12214.7,6959567.26,0.26088361120514997
NJ,2024,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,35101.18,0.0,2410.6000000000004,35101.18,0.006667206863216155
NJ,2024,2,oblig_2024q1_2026q2,all,27.0,3381272.398,8008897.94,844.3789453508755,14625.3,8008897.94,0.25073521988303227
NJ,2024,2,oblig_2024q1_2026q2,covered,25.0,3381272.3979999996,7977324.989999999,847.7208593704291,12214.7,7977324.989999999,0.2990348786640345
NJ,2024,2,oblig_2024q1_2026q2,not_covered,2.0,0.0,31572.95,0.0,2410.6000000000004,31572.95,0.005997045937828315
NJ,2024,3,oblig_2024q1_2026q2,all,25.0,3907095.2060000007,9037873.27,864.604999268816,14470.300000000001,9037873.27,0.2828717929563272
NJ,2024,3,oblig_2024q1_2026q2,covered,23.0,3907095.2060000002,9003071.810000002,867.9471381446193,12059.7,9003071.810000002,0.3381077617866814
NJ,2024,3,oblig_2024q1_2026q2,not_covered,2.0,0.0,34801.46,0.0,2410.6000000000004,34801.46,0.0065384264486440915
NJ,2024,4,oblig_2024q1_2026q2,all,25.0,3113123.742,7402910.380000001,841.0540131380058,14470.300000000001,7402910.380000001,0.23169992206425416
NJ,2024,4,oblig_2024q1_2026q2,covered,23.0,3113123.7420000006,7364678.739999998,845.4201064037184,12059.7,7364678.739999998,0.27657838320178363
NJ,2024,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,38231.64,0.0,2410.6000000000004,38231.64,0.007182881584595571
NJ,2025,1,oblig_2024q1_2026q2,all,25.0,2405026.2299999995,5480421.3100000005,877.6793220665728,14470.300000000001,5480421.3100000005,0.17534066936849704
NJ,2025,1,oblig_2024q1_2026q2,covered,23.0,2405026.23,5447071.77,883.0528884329351,12059.7,5447071.77,0.20910905628756196
NJ,2025,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,33349.54,0.0,2410.6000000000004,33349.54,0.006404879221709055
NJ,2025,2,oblig_2024q1_2026q2,all,25.0,3384996.08,7874688.47,859.7155539284464,14470.300000000001,7874688.47,0.24917428034165418
NJ,2025,2,oblig_2024q1_2026q2,covered,23.0,3384996.0800000005,7846126.36,862.8451607042434,12059.7,7846126.36,0.29789702062519796
NJ,2025,2,oblig_2024q1_2026q2,not_covered,2.0,0.0,28562.11,0.0,2410.6000000000004,28562.11,0.005425159376976352
NJ,2025,3,oblig_2024q1_2026q2,all,25.0,4592376.962,10486612.63,875.8551734546144,14470.300000000001,10486612.63,0.3282151484169424
NJ,2025,3,oblig_2024q1_2026q2,covered,23.0,4592376.962,10449357.95,878.9778250442652,12059.7,10449357.95,0.39242262009485895
NJ,2025,3,oblig_2024q1_2026q2,not_covered,2.0,0.0,37254.68,0.0,2410.6000000000004,37254.68,0.006999332356969278
NJ,2025,4,oblig_2024q1_2026q2,all,25.0,3436998.2159999995,8062756.629999999,852.5615676433979,14470.300000000001,8062756.629999999,0.25235211381743733
NJ,2025,4,oblig_2024q1_2026q2,covered,23.0,3436998.2160000005,8021586.13,856.9373089808114,12059.7,8021586.13,0.3012483505219744
NJ,2025,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,41170.5,0.0,2410.6000000000004,41170.5,0.007735028533397782
NY,2020,1,oblig_2020,all,81.0,5725665.526000001,10934334.68,1047.2819231466951,27011.500000000004,10477340.4,0.1776027630071278
NY,2020,1,oblig_2020,covered,76.0,5725592.710999999,10934269.53,1047.2748445226957,26791.699999999997,10477275.25,0.17905870856948058
NY,2020,1,oblig_2020,not_covered,5.0,72.815,65.15,2235.303146584804,219.8,65.15,0.00013571695214097397
NY,2020,2,oblig_2020,all,86.0,5244559.711999999,9960133.379999999,1053.1103373637752,28772.333333333336,9957059.5,0.15845406505053503
NY,2020,2,oblig_2020,covered,79.0,5242337.93,9939555.69,1054.8435148412555,28473.7,9936481.81,0.1597850352579717
NY,2020,2,oblig_2020,not_covered,7.0,2221.782,20577.69,215.9408563351863,298.6333333333334,20577.69,0.03155046064550473
NY,2020,3,oblig_2020,all,86.0,9824318.349,19088596.830000002,1029.3389751477087,28734.266666666666,19079073.540000003,0.3007170795647514
NY,2020,3,oblig_2020,covered,79.0,9813004.472,19043291.470000003,1030.5996195520079,28443.96666666667,19033768.180000003,0.30306483355758135
NY,2020,3,oblig_2020,not_covered,7.0,11313.877,45305.36,499.44982227268474,290.3,45305.36,0.07068112946626927
NY,2020,4,oblig_2020,all,80.0,6126149.828000001,11544814.27,1061.2816602722187,26940.000000000004,11540463.589999998,0.19401110744623043
NY,2020,4,oblig_2020,covered,75.0,6125097.799000001,11543911.319999998,1061.1824067615935,26732.699999999997,11539560.64,0.19550027830541147
NY,2020,4,oblig_2020,not_covered,5.0,1052.029,902.95,2330.204330250844,207.29999999999998,902.95,0.0019727194711857774
NY,2021,1,oblig_2021q1_2022q2,all,83.0,6415245.342,11869035.660000002,1081.0053193487497,27964.600000000002,11863450.620000003,0.1964032473198258
NY,2021,1,oblig_2021q1_2022q2,covered,78.0,6414590.4180000005,11868539.770000001,1080.9401227628864,27757.3,11862954.729999999,0.1978617758678364
NY,2021,1,oblig_2021q1_2022q2,not_covered,5.0,654.924,495.89,2641.408376857771,207.29999999999998,495.89,0.0011074708331100034
NY,2021,2,oblig_2021q1_2022q2,all,85.0,6321927.712,12377471.120000001,1021.5217067700981,28047.600000000002,12373593.850000001,0.20199820838979804
NY,2021,2,oblig_2021q1_2022q2,covered,78.0,6320377.012000001,12353982.290000003,1023.2128982597076,27757.3,12350105.020000003,0.2037233445199098
NY,2021,2,oblig_2021q1_2022q2,not_covered,7.0,1550.7,23488.83,132.03722790790346,290.3,23488.83,0.0370477395494619
NY,2021,3,oblig_2021q1_2022q2,all,85.0,9345113.584,17973735.58,1039.8632540693025,28047.600000000002,17968194.049999997,0.29014136840171906
NY,2021,3,oblig_2021q1_2022q2,covered,78.0,9335509.684,17917118.400000006,1042.0771326710658,27757.3,17911576.869999997,0.2922520275969183
NY,2021,3,oblig_2021q1_2022q2,not_covered,7.0,9603.9,56617.18,339.25744800429834,290.3,56617.18,0.08832875910477417
NY,2021,4,oblig_2021q1_2022q2,all,83.0,6475969.367000001,12966530.02,998.8746961617726,27964.600000000002,12966324.16,0.20999511597841036
NY,2021,4,oblig_2021q1_2022q2,covered,78.0,6475623.167000001,12966270.099999998,998.8413193706341,27757.3,12966064.239999998,0.2115591827338592
NY,2021,4,oblig_2021q1_2022q2,not_covered,5.0,346.2,259.92,2663.8965835641734,207.29999999999998,259.92,0.0005678600641791984
NY,2022,1,oblig_2021q1_2022q2,all,83.0,7381142.518,13564258.41,1088.3223092474245,27664.300000000003,13552800.080000002,0.22680655145734688
NY,2022,1,oblig_2021q1_2022q2,covered,78.0,7380647.118000002,13563936.219999999,1088.2751139919474,27457.0,13552477.889999999,0.22851350546106436
NY,2022,1,oblig_2021q1_2022q2,not_covered,5.0,495.4,322.19,3075.204072131351,207.29999999999998,322.19,0.0007195467295563775
NY,2022,2,oblig_2021q1_2022q2,all,85.0,6951520.942999999,14097813.170000002,986.1842910207893,27747.300000000003,14094141.129999999,0.23257619023328657
NY,2022,2,oblig_2021q1_2022q2,covered,78.0,6950559.542999998,14075985.440000001,987.5769725149698,27457.0,14072313.399999999,0.23467119282485124
NY,2022,2,oblig_2021q1_2022q2,not_covered,7.0,961.4,21827.73,88.08978304202957,290.3,21827.73,0.034427770816851076
NY,2022,3,oblig_2022q3_2023q4,all,85.0,9651128.254999999,19285153.71,1000.8868376294624,27692.3,19271475.810000002,0.31517871266286707
NY,2022,3,oblig_2022q3_2023q4,covered,78.0,9639113.455,19238743.860000003,1002.0522675642087,27402.0,19225065.96,0.3177506937767158
NY,2022,3,oblig_2022q3_2023q4,not_covered,7.0,12014.8,46409.85,517.7693959364229,290.3,46409.85,0.07240425010109482
NY,2022,4,oblig_2022q3_2023q4,all,82.0,6839244.473000001,13411863.61,1019.8798126608747,27609.300000000003,13404599.059999999,0.2198869035911392
NY,2022,4,oblig_2022q3_2023q4,covered,77.0,6838141.773,13410997.169999998,1019.7812565789992,27402.0,13403732.620000001,0.22153605860515843
NY,2022,4,oblig_2022q3_2023q4,not_covered,5.0,1102.7,866.44,2545.358016712063,207.29999999999998,866.44,0.0018929542705733485
NY,2023,1,oblig_2022q3_2023q4,all,80.0,6211571.255000001,12114928.13,1025.440875644716,27576.7,12111066.89,0.20332292885069778
NY,2023,1,oblig_2022q3_2023q4,covered,75.0,6211012.409000001,12114419.98,1025.3916273752961,27369.4,12110558.740000002,0.20485433211569887
NY,2023,1,oblig_2022q3_2023q4,not_covered,5.0,558.846,508.15,2199.5316343599334,207.29999999999998,508.15,0.0011348510835968628
NY,2023,2,oblig_2022q3_2023q4,all,82.0,6087707.005999999,12329902.38,987.470430564755,27615.7,12329051.989999998,0.20441887495488342
NY,2023,2,oblig_2022q3_2023q4,covered,75.0,6087096.870999999,12306823.459999999,989.2230746275773,27325.4,12305973.07,0.20620386358586898
NY,2023,2,oblig_2022q3_2023q4,not_covered,7.0,610.135,23078.92,52.87379132125767,290.3,23078.92,0.03640120930854654
NY,2023,3,oblig_2022q3_2023q4,all,82.0,9756902.657,19298772.61,1011.142299479117,27090.9,19291946.299999997,0.32251769117775836
NY,2023,3,oblig_2022q3_2023q4,covered,75.0,9746135.379999999,19256693.07,1012.2335485715874,26800.600000000002,19249866.759999998,0.32530005885115915
NY,2023,3,oblig_2022q3_2023q4,not_covered,7.0,10767.277,42079.54,511.75830344153,290.3,42079.54,0.06564851078594358
NY,2023,4,oblig_2022q3_2023q4,all,79.0,6835900.025999999,13853738.469999999,986.8671970101078,27007.9,13852638.919999998,0.23229647957004096
NY,2023,4,oblig_2022q3_2023q4,covered,74.0,6835900.026,13853738.47,986.8671970101078,26800.600000000002,13852638.920000002,0.2340932699484232
NY,2023,4,oblig_2022q3_2023q4,not_covered,5.0,0.0,0.0,,207.29999999999998,0.0,0.0
NY,2024,1,oblig_2024q1_2026q2,all,78.0,6976391.598,14553203.1,958.7431096869665,27024.600000000002,14549213.370000001,0.246506062384512
NY,2024,1,oblig_2024q1_2026q2,covered,73.0,6976102.598,14553124.100000001,958.7085975581008,26817.3,14549134.37,0.24841022628509624
NY,2024,1,oblig_2024q1_2026q2,not_covered,5.0,289.0,79.0,7316.455696202532,207.29999999999998,79.0,0.0001744918532183366
NY,2024,2,oblig_2024q1_2026q2,all,80.0,7055178.194,14800586.440000001,953.364682217281,27107.600000000002,14797622.969999999,0.24994718797891152
NY,2024,2,oblig_2024q1_2026q2,covered,73.0,7053435.202000001,14783584.860000001,954.225280105708,26817.3,14780621.389999999,0.25236260871266075
NY,2024,2,oblig_2024q1_2026q2,not_covered,7.0,1742.992,17001.58,205.03882580324884,290.3,17001.58,0.02681572933898115
NY,2024,3,oblig_2024q1_2026q2,all,79.0,9822666.514,20263716.93,969.48319480892,27107.333333333336,20258637.65,0.33847326546348755
NY,2024,3,oblig_2024q1_2026q2,covered,72.0,9812726.414,20229663.73,970.1324297791479,26817.033333333336,20224584.45,0.3415622031176594
NY,2024,3,oblig_2024q1_2026q2,not_covered,7.0,9940.1,34053.2,583.7982920841507,290.3,34053.2,0.053126575706290834
NY,2024,4,oblig_2024q1_2026q2,all,77.0,7352769.048,15354997.25,957.7037271042168,27024.2,15350371.809999999,0.2572568714645885
NY,2024,4,oblig_2024q1_2026q2,covered,72.0,7352761.453000001,15354995.29,957.7028600964164,26816.900000000005,15350369.850000001,0.2592454854271811
NY,2024,4,oblig_2024q1_2026q2,not_covered,5.0,7.595,1.96,7750.0,207.29999999999998,1.96,4.282108824989339e-06
NY,2025,1,oblig_2024q1_2026q2,all,77.0,7857864.277999999,15385275.28,1021.4785416566169,27024.2,15370443.149999999,0.26331754141761005
