state,year,quarter,regime,group,n_plants,co2_tons,gross_mwh,co2_lb_per_mwh,nameplate_mw,gross_mwh_capmatched,capacity_factor
MA,2023,4,oblig_2022q3_2023q4,not_covered,2.0,0.0,0.0,,0.0,0.0,
MA,2024,1,oblig_2024q1_2026q2,all,27.0,1800563.569,3766925.34,955.9858008760004,9855.0,3765239.9499999997,0.17493769316257898
MA,2024,1,oblig_2024q1_2026q2,covered,25.0,1800563.569,3766925.34,955.9858008760004,9855.0,3765239.9499999997,0.17493769316257898
MA,2024,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,0.0,,0.0,0.0,
MA,2024,2,oblig_2024q1_2026q2,all,28.0,1221970.9270000001,2449360.1999999997,997.787852517568,9897.600000000002,2440910.6399999997,0.1129196044417916
MA,2024,2,oblig_2024q1_2026q2,covered,25.0,1221970.9270000001,2449313.1,997.8070398594612,9855.0,2440863.54,0.11340553130279157
MA,2024,2,oblig_2024q1_2026q2,not_covered,3.0,0.0,47.1,0.0,42.6,47.1,0.0005062425837073724
MA,2024,3,oblig_2024q1_2026q2,all,28.0,2164226.464,4207635.29,1028.7139045266445,8218.2,4207635.29,0.23187947784415572
MA,2024,3,oblig_2024q1_2026q2,covered,25.0,2164226.464,4207539.600000001,1028.737300060111,8175.6,4207539.600000001,0.23308241437405475
MA,2024,3,oblig_2024q1_2026q2,not_covered,3.0,0.0,95.69,0.0,42.6,95.69,0.0010173207117098726
MA,2024,4,oblig_2024q1_2026q2,all,26.0,2005375.233,3970960.53,1010.0202295387711,8090.6,3970960.53,0.2222878734607741
MA,2024,4,oblig_2024q1_2026q2,covered,24.0,2005375.2330000002,3970960.5300000003,1010.0202295387711,8090.6,3970960.53,0.2222878734607741
MA,2024,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,0.0,,0.0,0.0,
MA,2025,1,oblig_2024q1_2026q2,all,25.0,1649147.5869999998,3180507.2199999997,1037.0343300148206,8090.6,3180507.2199999997,0.18199602579490967
MA,2025,1,oblig_2024q1_2026q2,covered,23.0,1649147.5869999998,3180507.2199999997,1037.0343300148206,8090.6,3180507.2199999997,0.18199602579490967
MA,2025,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,0.0,,0.0,0.0,
MA,2025,2,oblig_2024q1_2026q2,all,26.0,1661036.995,3194124.96,1040.0576156544607,8133.200000000001,3194124.96,0.17981992679036893
MA,2025,2,oblig_2024q1_2026q2,covered,23.0,1661036.995,3193788.53,1040.1671741240802,8090.6,3193788.53,0.1807477054274263
MA,2025,2,oblig_2024q1_2026q2,not_covered,3.0,0.0,336.43,0.0,42.6,336.43,0.003616033809695781
MA,2025,3,oblig_2024q1_2026q2,all,26.0,2452200.995,4679997.68,1047.9496626588073,8133.200000000001,4679997.68,0.2606064238758012
MA,2025,3,oblig_2024q1_2026q2,covered,23.0,2452200.995,4679610.2,1048.0364347440734,8090.6,4679610.2,0.26195692254421576
MA,2025,3,oblig_2024q1_2026q2,not_covered,3.0,0.0,387.48,0.0,42.6,387.48,0.004119463155746071
MA,2025,4,oblig_2024q1_2026q2,all,25.0,2136354.4329999997,4200060.75,1017.2969202885934,8090.6,4200060.75,0.23511252893857498
MA,2025,4,oblig_2024q1_2026q2,covered,23.0,2136354.4329999997,4200060.75,1017.2969202885934,8090.6,4200060.75,0.23511252893857498
MA,2025,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,0.0,,0.0,0.0,
MD,2020,1,oblig_2020,all,18.0,2125420.664,3994461.25,1064.1838941359113,12541.1,3994461.25,0.14583774739133917
MD,2020,1,oblig_2020,covered,16.0,2125420.664,3963683.3299999996,1072.4472603112822,12495.6,3963683.33,0.14524099039638508
MD,2020,1,oblig_2020,not_covered,2.0,0.0,30777.92,0.0,45.5,30777.92,0.3097242684055871
MD,2020,2,oblig_2020,all,18.0,2540803.081,4100709.63,1239.2016554461575,12495.766666666666,4100709.63,0.15026003202022148
MD,2020,2,oblig_2020,covered,16.0,2540803.0810000002,4059469.8299999996,1251.7905970002,12450.266666666666,4059469.83,0.14929251371934663
MD,2020,2,oblig_2020,not_covered,2.0,0.0,41239.8,0.0,45.5,41239.8,0.4150042265426881
MD,2020,3,oblig_2020,all,17.0,4123771.522,6099085.72,1352.2589159478152,11891.6,6099085.719999999,0.23228725178557408
MD,2020,3,oblig_2020,covered,15.0,4123771.522,6051956.0200000005,1362.7896529228246,11846.1,6051956.0200000005,0.23137759351240042
MD,2020,3,oblig_2020,not_covered,2.0,0.0,47129.7,0.0,45.5,47129.7,0.469120281892021
MD,2020,4,oblig_2020,all,17.0,2384024.488,4030565.8900000006,1182.9725914739975,11695.599999999999,4030565.8900000006,0.1560789912600602
MD,2020,4,oblig_2020,covered,15.0,2384024.488,3988841.87,1195.3467024753227,11650.1,3988841.87,0.155066540372422
MD,2020,4,oblig_2020,not_covered,2.0,0.0,41724.02,0.0,45.5,41724.02,0.4153131469979296
MD,2021,1,oblig_2021q1_2022q2,all,17.0,3980325.635,5351443.4799999995,1487.570839484976,10723.000000000002,4964529.98,0.2143423957156821
MD,2021,1,oblig_2021q1_2022q2,covered,15.0,3980325.635,5303916.359999999,1500.9006043225013,10677.500000000002,4917002.86,0.2131950562362878
MD,2021,1,oblig_2021q1_2022q2,not_covered,2.0,0.0,47527.12,0.0,45.5,47527.12,0.48358892958892963
MD,2021,2,oblig_2021q1_2022q2,all,17.0,2883438.3,4589523.18,1256.530662080674,10723.000000000002,4196780.83,0.17920385565039576
MD,2021,2,oblig_2021q1_2022q2,covered,15.0,2883438.3,4578073.869999999,1259.6731210018681,10677.500000000002,4185331.52,0.17947652410026557
MD,2021,2,oblig_2021q1_2022q2,not_covered,2.0,0.0,11449.31,0.0,45.5,11449.31,0.11521666062874854
MD,2021,3,oblig_2021q1_2022q2,all,17.0,4431627.41,6660523.109999999,1330.7145210100473,10723.000000000002,6323795.66,0.26709296740583355
MD,2021,3,oblig_2021q1_2022q2,covered,15.0,4431627.409999999,6640155.789999999,1334.7962156773433,10677.500000000002,6303428.34,0.26736722639031685
MD,2021,3,oblig_2021q1_2022q2,not_covered,2.0,0.0,20367.32,0.0,45.5,20367.32,0.2027325211020863
MD,2021,4,oblig_2021q1_2022q2,all,17.0,2837569.3249999997,4999613.6899999995,1135.115431288452,10723.000000000002,4621722.99,0.19520392091968095
MD,2021,4,oblig_2021q1_2022q2,covered,15.0,2837569.325,4951676.41,1146.1045068573048,10677.500000000002,4573785.71,0.19400242747684923
MD,2021,4,oblig_2021q1_2022q2,not_covered,2.0,0.0,47937.28,0.0,45.5,47937.28,0.47715878324573974
MD,2022,1,oblig_2021q1_2022q2,all,17.0,3274470.2860000003,4641544.870000001,1410.9398390885317,10723.000000000002,4226428.5,0.1824750406706249
MD,2022,1,oblig_2021q1_2022q2,covered,15.0,3274470.2860000003,4590170.640000001,1426.7313975063898,10677.500000000002,4175054.27,0.18102509907472442
MD,2022,1,oblig_2021q1_2022q2,not_covered,2.0,0.0,51374.23,0.0,45.5,51374.23,0.522733312983313
MD,2022,2,oblig_2021q1_2022q2,all,17.0,3303332.721,5265483.0,1254.7121397980015,10305.666666666668,4873577.27,0.2165305259882272
MD,2022,2,oblig_2021q1_2022q2,covered,15.0,3303332.721000001,5249136.59,1258.6194564999882,10260.166666666668,4857230.859999999,0.2167612745760436
MD,2022,2,oblig_2021q1_2022q2,not_covered,2.0,0.0,16346.41,0.0,45.5,16346.41,0.1644971420520871
MD,2022,3,oblig_2022q3_2023q4,all,17.0,3766953.745,6160237.9799999995,1222.9896822914625,9459.0,5769278.88,0.27623406739383244
MD,2022,3,oblig_2022q3_2023q4,covered,15.0,3766953.745,6127081.680000001,1229.6078106143345,9413.5,5736122.58,0.27597403763327877
MD,2022,3,oblig_2022q3_2023q4,not_covered,2.0,0.0,33156.3,0.0,45.5,33156.3,0.33003165312947924
MD,2022,4,oblig_2022q3_2023q4,all,17.0,2339257.9699999997,4086987.37,1144.7346214823265,9416.0,3762395.85,0.18096682537355474
MD,2022,4,oblig_2022q3_2023q4,covered,15.0,2339257.9699999997,4040499.93,1157.9052149618522,9370.5,3715908.41,0.17959869094653358
MD,2022,4,oblig_2022q3_2023q4,not_covered,2.0,0.0,46487.44,0.0,45.5,46487.44,0.4627273451186495
MD,2023,1,oblig_2022q3_2023q4,all,17.0,2002187.993,3856748.63,1038.277671210322,9432.0,3444617.3,0.16907657246410956
MD,2023,1,oblig_2022q3_2023q4,covered,15.0,2002187.9929999998,3805731.3500000006,1052.196179323062,9386.5,3393600.0200000005,0.16737986686947964
MD,2023,1,oblig_2022q3_2023q4,not_covered,2.0,0.0,51017.28,0.0,45.5,51017.28,0.519101343101343
MD,2023,2,oblig_2022q3_2023q4,all,17.0,2136237.2430000002,4192347.5300000003,1019.1126702704439,9432.0,3791649.0,0.18406520589249598
MD,2023,2,oblig_2022q3_2023q4,covered,15.0,2136237.243,4149338.3200000003,1029.6760968866956,9386.5,3748639.79,0.1828594428441283
MD,2023,2,oblig_2022q3_2023q4,not_covered,2.0,0.0,43009.21,0.0,45.5,43009.21,0.43281014772773013
MD,2023,3,oblig_2022q3_2023q4,all,16.0,3772199.452,5907953.389999999,1276.9902546573749,9432.0,5581561.3,0.2680111348124178
MD,2023,3,oblig_2022q3_2023q4,covered,14.0,3772199.4520000005,5859371.22,1287.57824359181,9386.5,5532979.13,0.26696619924004333
MD,2023,3,oblig_2022q3_2023q4,not_covered,2.0,0.0,48582.17,0.0,45.5,48582.17,0.48357789855072464
MD,2023,4,oblig_2022q3_2023q4,all,16.0,2233291.589,4246469.37,1051.8345450823304,9432.0,3874736.76,0.18605414154404984
MD,2023,4,oblig_2022q3_2023q4,covered,14.0,2233291.5889999997,4203792.07,1062.5128701953136,9386.5,3832059.46,0.18489683862191847
MD,2023,4,oblig_2022q3_2023q4,not_covered,2.0,0.0,42677.3,0.0,45.5,42677.3,0.4248019190953974
MD,2024,1,oblig_2024q1_2026q2,all,16.0,2033698.6639999999,3528763.09,1152.6410881836784,9455.0,3126292.16,0.1513963462942839
MD,2024,1,oblig_2024q1_2026q2,covered,14.0,2033698.6639999999,3477412.54,1169.662006222592,9409.5,3074941.6100000003,0.14962966125926433
MD,2024,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,51350.55,0.0,45.5,51350.55,0.5167506943605845
MD,2024,2,oblig_2024q1_2026q2,all,16.0,2922640.0530000003,5036984.23,1160.4721871444096,9411.666666666668,4644464.4399999995,0.22595214613613757
MD,2024,2,oblig_2024q1_2026q2,covered,14.0,2922640.053,4993673.3,1170.5371486757053,9366.166666666668,4601153.51,0.22493249854759362
MD,2024,2,oblig_2024q1_2026q2,not_covered,2.0,0.0,43310.93,0.0,45.5,43310.93,0.4358464154892726
MD,2024,3,oblig_2024q1_2026q2,all,15.0,3213762.271,5654372.260000001,1136.735299065718,9096.0,5306284.59,0.2642049912646744
MD,2024,3,oblig_2024q1_2026q2,covered,13.0,3213762.271,5618492.66,1143.9944716417945,9050.5,5270404.99,0.2637377804212915
MD,2024,3,oblig_2024q1_2026q2,not_covered,2.0,0.0,35879.6,0.0,45.5,35879.6,0.3571388756171365
MD,2024,4,oblig_2024q1_2026q2,all,15.0,2335279.7750000004,4257517.62,1097.0147317910573,9096.0,3881466.16,0.19326191716696622
MD,2024,4,oblig_2024q1_2026q2,covered,13.0,2335279.7750000004,4224088.3,1105.6964765627654,9050.5,3848036.84,0.1925606660373476
MD,2024,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,33429.32,0.0,45.5,33429.32,0.3327492435101131
MD,2025,1,oblig_2024q1_2026q2,all,15.0,2812132.557,4708195.57,1194.5691359630584,9082.533333333335,4303534.15,0.21936356831019568
MD,2025,1,oblig_2024q1_2026q2,covered,13.0,2812132.557,4656066.57,1207.9434495714265,9037.033333333335,4251405.15,0.21779748424077222
MD,2025,1,oblig_2024q1_2026q2,not_covered,2.0,0.0,52129.0,0.0,45.5,52129.0,0.5304131054131054
MD,2025,2,oblig_2024q1_2026q2,all,15.0,2630243.054,4955154.140000001,1061.619065597826,9077.2,4550212.48,0.22952348992096933
MD,2025,2,oblig_2024q1_2026q2,covered,13.0,2630243.054,4911999.42,1070.9459953478577,9031.7,4507057.76,0.2284919932605307
MD,2025,2,oblig_2024q1_2026q2,not_covered,2.0,0.0,43154.72,0.0,45.5,43154.72,0.43427444350521277
MD,2025,3,oblig_2024q1_2026q2,all,15.0,3339975.6149999998,6028681.22,1108.0286029786128,9077.2,5677474.05,0.28327234929512835
MD,2025,3,oblig_2024q1_2026q2,covered,13.0,3339975.6149999998,5995363.5,1114.1861923801616,9031.7,5644156.33,0.28302869027096667
MD,2025,3,oblig_2024q1_2026q2,not_covered,2.0,0.0,33317.72,0.0,45.5,33317.72,0.33163839783405
MD,2025,4,oblig_2024q1_2026q2,all,15.0,2695182.224,5022471.2299999995,1073.2494425856573,9077.2,4636726.96,0.23134522983848047
MD,2025,4,oblig_2024q1_2026q2,covered,13.0,2695182.224,4989892.72,1080.25658074669,9031.7,4604148.449999999,0.23087703979606125
MD,2025,4,oblig_2024q1_2026q2,not_covered,2.0,0.0,32578.51,0.0,45.5,32578.51,0.3242804387641344
ME,2020,1,oblig_2020,all,6.0,144047.766,278291.81999999995,1035.228171636522,2601.6000000000004,278291.81999999995,0.048978703300082437
ME,2020,1,oblig_2020,covered,6.0,144047.766,278291.81999999995,1035.228171636522,2601.6000000000004,278291.81999999995,0.048978703300082437
ME,2020,2,oblig_2020,all,6.0,226602.177,499281.04000000004,907.7139280113661,2601.6000000000004,499281.04000000004,0.08787228428602968
ME,2020,2,oblig_2020,covered,6.0,226602.177,499281.04000000004,907.7139280113661,2601.6000000000004,499281.04000000004,0.08787228428602968
ME,2020,3,oblig_2020,all,6.0,314452.099,670877.6499999999,937.4350121814314,2601.6000000000004,670877.6499999999,0.11678948162613416
ME,2020,3,oblig_2020,covered,6.0,314452.099,670877.6499999999,937.4350121814314,2601.6000000000004,670877.6499999999,0.11678948162613416
ME,2020,4,oblig_2020,all,6.0,182237.38199999998,330102.87,1104.124796006772,2601.6000000000004,330102.87,0.057465833107719654
ME,2020,4,oblig_2020,covered,6.0,182237.38199999998,330102.87,1104.124796006772,2601.6000000000004,330102.87,0.057465833107719654
ME,2021,1,oblig_2021q1_2022q2,all,6.0,295650.353,629793.24,938.8806809041012,2601.6000000000004,629793.24,0.11207370250785839
ME,2021,1,oblig_2021q1_2022q2,covered,6.0,295650.353,629793.24,938.8806809041012,2601.6000000000004,629793.24,0.11207370250785839
ME,2021,2,oblig_2021q1_2022q2,all,6.0,280356.20900000003,590816.2100000001,949.0471122991023,2601.6000000000004,590816.2100000001,0.10398225810039695
ME,2021,2,oblig_2021q1_2022q2,covered,6.0,280356.20900000003,590816.2100000001,949.0471122991023,2601.6000000000004,590816.2100000001,0.10398225810039695
ME,2021,3,oblig_2021q1_2022q2,all,6.0,522021.545,1064726.53,980.5739413668972,2601.6000000000004,1064726.53,0.1853525147428784
ME,2021,3,oblig_2021q1_2022q2,covered,6.0,522021.545,1064726.53,980.5739413668972,2601.6000000000004,1064726.53,0.1853525147428784
ME,2021,4,oblig_2021q1_2022q2,all,6.0,368434.082,800246.77,920.8011723683683,2601.6000000000004,800246.77,0.13931065588678984
ME,2021,4,oblig_2021q1_2022q2,covered,6.0,368434.082,800246.77,920.8011723683683,2601.6000000000004,800246.77,0.13931065588678984
ME,2022,1,oblig_2021q1_2022q2,all,6.0,508854.897,982487.0900000001,1035.8505514815465,2601.6000000000004,982487.0900000001,0.17483669059780874
ME,2022,1,oblig_2021q1_2022q2,covered,6.0,508854.897,982487.0900000001,1035.8505514815465,2601.6000000000004,982487.0900000001,0.17483669059780874
ME,2022,2,oblig_2021q1_2022q2,all,6.0,394318.725,871688.1,904.7243503725703,2601.6000000000004,871688.1,0.15341504762918506
ME,2022,2,oblig_2021q1_2022q2,covered,6.0,394318.725,871688.1,904.7243503725703,2601.6000000000004,871688.1,0.15341504762918506
ME,2022,3,oblig_2022q3_2023q4,all,6.0,738507.704,1555367.13,949.6249338894028,2601.6000000000004,1555367.13,0.2707654977789587
ME,2022,3,oblig_2022q3_2023q4,covered,6.0,738507.704,1555367.13,949.6249338894028,2601.6000000000004,1555367.13,0.2707654977789587
ME,2022,4,oblig_2022q3_2023q4,all,6.0,394035.66599999997,761878.9,1034.37873394315,2601.6000000000004,761878.9,0.13263139976848137
ME,2022,4,oblig_2022q3_2023q4,covered,6.0,394035.66599999997,761878.9,1034.37873394315,2601.6000000000004,761878.9,0.13263139976848137
ME,2023,1,oblig_2022q3_2023q4,all,6.0,275765.231,583062.24,945.9203909345939,2601.6000000000004,583062.24,0.10375777299439659
ME,2023,1,oblig_2022q3_2023q4,covered,6.0,275765.231,583062.24,945.9203909345939,2601.6000000000004,583062.24,0.10375777299439659
ME,2023,2,oblig_2022q3_2023q4,all,5.0,381486.248,857907.66,889.3410463312566,2438.1000000000004,857907.66,0.16111515632556606
ME,2023,2,oblig_2022q3_2023q4,covered,5.0,381486.248,857907.66,889.3410463312566,2438.1000000000004,857907.66,0.16111515632556606
ME,2023,3,oblig_2022q3_2023q4,all,5.0,582250.094,1277850.06,911.2964223674254,2438.1000000000004,1277850.06,0.23737190444091352
ME,2023,3,oblig_2022q3_2023q4,covered,5.0,582250.094,1277850.06,911.2964223674254,2438.1000000000004,1277850.06,0.23737190444091352
ME,2023,4,oblig_2022q3_2023q4,all,5.0,424999.37100000004,953789.06,891.181056322873,2438.1000000000004,953789.06,0.17717471923670663
ME,2023,4,oblig_2022q3_2023q4,covered,5.0,424999.37100000004,953789.06,891.181056322873,2438.1000000000004,953789.06,0.17717471923670663
ME,2024,1,oblig_2024q1_2026q2,all,5.0,518754.26800000004,1130242.88,917.9518441204427,2438.1000000000004,1130242.88,0.212259741680192
ME,2024,1,oblig_2024q1_2026q2,covered,5.0,518754.26800000004,1130242.88,917.9518441204427,2438.1000000000004,1130242.88,0.212259741680192
ME,2024,2,oblig_2024q1_2026q2,all,5.0,612031.8019999999,1256264.74,974.3675556793863,2438.1000000000004,1256264.74,0.2359266613511722
ME,2024,2,oblig_2024q1_2026q2,covered,5.0,612031.8019999999,1256264.74,974.3675556793863,2438.1000000000004,1256264.74,0.2359266613511722
ME,2024,3,oblig_2024q1_2026q2,all,5.0,935489.147,1988654.17,940.8263750554477,2438.1000000000004,1988654.17,0.3694100289100148
ME,2024,3,oblig_2024q1_2026q2,covered,5.0,935489.147,1988654.17,940.8263750554477,2438.1000000000004,1988654.17,0.3694100289100148
ME,2024,4,oblig_2024q1_2026q2,all,5.0,550058.5160000001,1134570.9500000002,969.6326457151049,2438.1000000000004,1134570.9500000002,0.2107565477007815
ME,2024,4,oblig_2024q1_2026q2,covered,5.0,550058.5160000001,1134570.9500000002,969.6326457151049,2438.1000000000004,1134570.9500000002,0.2107565477007815
ME,2025,1,oblig_2024q1_2026q2,all,5.0,473127.47699999996,1072997.74,881.8797269787352,2438.1000000000004,1072997.74,0.20374808784010617
ME,2025,1,oblig_2024q1_2026q2,covered,5.0,473127.47699999996,1072997.74,881.8797269787352,2438.1000000000004,1072997.74,0.20374808784010617
ME,2025,2,oblig_2024q1_2026q2,all,5.0,521246.81299999997,1161802.28,897.3072647094477,2438.1000000000004,1161802.28,0.21818660059708417
ME,2025,2,oblig_2024q1_2026q2,covered,5.0,521246.81299999997,1161802.28,897.3072647094477,2438.1000000000004,1161802.28,0.21818660059708417
ME,2025,3,oblig_2024q1_2026q2,all,5.0,760516.898,1674847.33,908.1626538461867,2438.1000000000004,1674847.33,0.311117644248402
ME,2025,3,oblig_2024q1_2026q2,covered,5.0,760516.898,1674847.33,908.1626538461867,2438.1000000000004,1674847.33,0.311117644248402
ME,2025,4,oblig_2024q1_2026q2,all,5.0,693087.214,1564575.12,885.9749910889545,2438.1000000000004,1564575.12,0.29063360992076864
ME,2025,4,oblig_2024q1_2026q2,covered,5.0,693087.214,1564575.12,885.9749910889545,2438.1000000000004,1564575.12,0.29063360992076864
NC,2020,1,oblig_2020,all,28.0,8257571.5200000005,13572657.620000001,1216.7950818757927,22078.6,10537711.25,0.21853556672765093
NC,2020,1,oblig_2020,not_covered,28.0,8257571.5200000005,13572657.620000001,1216.7950818757927,22078.6,10537711.25,0.21853556672765093
NC,2020,2,oblig_2020,all,29.0,7989116.863,11646641.2,1371.917744491004,22213.4,9705178.13,0.20004874895498348
NC,2020,2,oblig_2020,not_covered,29.0,7989116.863,11646641.2,1371.917744491004,22213.4,9705178.13,0.20004874895498348
NC,2020,3,oblig_2020,all,29.0,14828086.202,19015378.210000005,1559.588879931092,22213.4,16360754.26,0.333571713160342
NC,2020,3,oblig_2020,not_covered,29.0,14828086.202,19015378.210000005,1559.588879931092,22213.4,16360754.26,0.333571713160342
NC,2020,4,oblig_2020,all,27.0,9119699.24,13841825.129999999,1317.7018426904517,22181.4,11360553.44,0.23195912739528599
NC,2020,4,oblig_2020,not_covered,27.0,9119699.24,13841825.129999999,1317.7018426904517,22181.4,11360553.44,0.23195912739528599
NC,2021,1,oblig_2021q1_2022q2,all,27.0,11237212.18,15707843.6,1430.7771921029314,22092.233333333334,13474069.11,0.28236144640575045
NC,2021,1,oblig_2021q1_2022q2,not_covered,27.0,11237212.18,15707843.6,1430.7771921029314,22092.233333333334,13474069.11,0.28236144640575045
NC,2021,2,oblig_2021q1_2022q2,all,26.0,10015912.537999999,13641889.759999998,1468.4054356410516,21740.4,11707918.079999998,0.24658094384870335
NC,2021,2,oblig_2021q1_2022q2,not_covered,26.0,10015912.537999999,13641889.759999998,1468.4054356410516,21740.4,11707918.079999998,0.24658094384870335
NC,2021,3,oblig_2021q1_2022q2,all,26.0,14130475.644000001,19239421.48,1468.9085800931268,21740.4,16242818.86,0.33837229864109264
NC,2021,3,oblig_2021q1_2022q2,not_covered,26.0,14130475.644000001,19239421.48,1468.9085800931268,21740.4,16242818.86,0.33837229864109264
NC,2021,4,oblig_2021q1_2022q2,all,25.0,8266307.2530000005,14921170.880000003,1107.9971296461688,21561.333333333336,11961402.340000004,0.2512507784500166
NC,2021,4,oblig_2021q1_2022q2,not_covered,25.0,8266307.2530000005,14921170.880000003,1107.9971296461688,21561.333333333336,11961402.340000004,0.2512507784500166
NC,2022,1,oblig_2021q1_2022q2,all,25.0,10720831.838,16885489.75,1269.8277629761967,21267.199999999997,13829510.969999999,0.30105285956778516
NC,2022,1,oblig_2021q1_2022q2,not_covered,25.0,10720831.838,16885489.75,1269.8277629761967,21267.199999999997,13829510.969999999,0.30105285956778516
NC,2022,2,oblig_2021q1_2022q2,all,26.0,10503610.924,15359366.1,1367.714117316339,21299.199999999997,14080836.56,0.30270007733527493
NC,2022,2,oblig_2021q1_2022q2,not_covered,26.0,10503610.924,15359366.1,1367.714117316339,21299.199999999997,14080836.56,0.30270007733527493
NC,2022,3,oblig_2022q3_2023q4,all,26.0,12413622.677,20086259.11,1236.0313196218647,21299.199999999997,16834896.63,0.3579712048023441
NC,2022,3,oblig_2022q3_2023q4,not_covered,26.0,12413622.677,20086259.11,1236.0313196218647,21299.199999999997,16834896.63,0.3579712048023441
NC,2022,4,oblig_2022q3_2023q4,all,25.0,10451821.06,17543844.060000002,1191.5086595907646,21267.199999999997,14430655.399999999,0.3073099851727856
NC,2022,4,oblig_2022q3_2023q4,not_covered,25.0,10451821.06,17543844.060000002,1191.5086595907646,21267.199999999997,14430655.399999999,0.3073099851727856
NC,2023,1,oblig_2022q3_2023q4,all,24.0,8554948.903,14983909.850000001,1141.8847268358331,21232.5,12516628.77,0.2729181934141842
NC,2023,1,oblig_2022q3_2023q4,not_covered,24.0,8554948.903,14983909.850000001,1141.8847268358331,21232.5,12516628.77,0.2729181934141842
NC,2023,2,oblig_2022q3_2023q4,all,25.0,7722491.127,13247707.900000002,1165.860718743655,21264.5,10954831.82,0.23588368574530957
NC,2023,2,oblig_2022q3_2023q4,not_covered,25.0,7722491.127,13247707.900000002,1165.860718743655,21264.5,10954831.82,0.23588368574530957
NC,2023,3,oblig_2022q3_2023q4,all,25.0,14320398.123,20050107.54,1428.4609790177715,21264.5,17060663.880000003,0.36336381977719556
NC,2023,3,oblig_2022q3_2023q4,not_covered,25.0,14320398.123,20050107.54,1428.4609790177715,21264.5,17060663.880000003,0.36336381977719556
NC,2023,4,oblig_2022q3_2023q4,all,24.0,9212417.657,14872155.530000001,1238.8812957767661,21232.5,12059429.63,0.25723293074262354
NC,2023,4,oblig_2022q3_2023q4,not_covered,24.0,9212417.657,14872155.530000001,1238.8812957767661,21232.5,12059429.63,0.25723293074262354
NC,2024,1,oblig_2024q1_2026q2,all,24.0,10543131.935,15974934.89,1319.959299690141,21232.5,13451087.580000002,0.29007054678513533
NC,2024,1,oblig_2024q1_2026q2,not_covered,24.0,10543131.935,15974934.89,1319.959299690141,21232.5,13451087.580000002,0.29007054678513533
NC,2024,2,oblig_2024q1_2026q2,all,25.0,11221916.252,16390102.18,1369.3528116857658,21264.5,13949430.23,0.30036453966295956
NC,2024,2,oblig_2024q1_2026q2,not_covered,25.0,11221916.252,16390102.18,1369.3528116857658,21264.5,13949430.23,0.30036453966295956
NC,2024,3,oblig_2024q1_2026q2,all,25.0,13657983.471000003,21229000.310000002,1286.7288399413096,21173.833333333336,18138603.96,0.38797639125267064
NC,2024,3,oblig_2024q1_2026q2,not_covered,25.0,13657983.471000003,21229000.310000002,1286.7288399413096,21173.833333333336,18138603.96,0.38797639125267064
NC,2024,4,oblig_2024q1_2026q2,all,24.0,10033114.717999998,16342938.01,1227.822648762528,21139.300000000003,13578369.429999998,0.2909095304031223
NC,2024,4,oblig_2024q1_2026q2,not_covered,24.0,10033114.717999998,16342938.01,1227.822648762528,21139.300000000003,13578369.429999998,0.2909095304031223
NC,2025,1,oblig_2024q1_2026q2,all,23.0,11926687.524,17629181.140000004,1353.0619975239526,21333.7,14793488.059999999,0.32103371964613797
NC,2025,1,oblig_2024q1_2026q2,not_covered,23.0,11926687.524,17629181.140000004,1353.0619975239526,21333.7,14793488.059999999,0.32103371964613797
NC,2025,2,oblig_2024q1_2026q2,all,24.0,10001518.679,15178733.28,1317.8331148592395,21365.7,13341210.120000001,0.28590744475059054
NC,2025,2,oblig_2024q1_2026q2,not_covered,24.0,10001518.679,15178733.28,1317.8331148592395,21365.7,13341210.120000001,0.28590744475059054
NC,2025,3,oblig_2024q1_2026q2,all,24.0,13299915.454,20586846.130000003,1292.0789682902243,21365.7,17759128.03,0.37644838909655615
NC,2025,3,oblig_2024q1_2026q2,not_covered,24.0,13299915.454,20586846.130000003,1292.0789682902243,21365.7,17759128.03,0.37644838909655615
NC,2025,4,oblig_2024q1_2026q2,all,23.0,10592876.589,16548387.01,1280.2307055785977,21333.7,13965787.27,0.29648325486491295
NC,2025,4,oblig_2024q1_2026q2,not_covered,23.0,10592876.589,16548387.01,1280.2307055785977,21333.7,13965787.27,0.29648325486491295
NH,2020,1,oblig_2020,all,6.0,660176.034,696861.27,1894.7129433667621,2552.1,696861.27,0.12502475337052746
NH,2020,1,oblig_2020,covered,5.0,379499.118,549235.01,1381.9188911500744,2477.1,549235.01,0.10152243820797777
NH,2020,1,oblig_2020,not_covered,1.0,280676.916,147626.26,3802.5337226588276,75.0,147626.26,0.9012592185592186
NH,2020,2,oblig_2020,all,8.0,643918.4890000001,717865.46,1793.9809752094773,2588.7,717865.46,0.12697221624385838
NH,2020,2,oblig_2020,covered,5.0,365835.244,570783.71,1281.8699538569524,2477.1,570783.71,0.10550557206576343
NH,2020,2,oblig_2020,not_covered,3.0,278083.245,147081.75,3781.342620685435,111.6,147081.75,0.603450928551735
NH,2020,3,oblig_2020,all,8.0,925533.628,1245671.14,1485.9999534066433,2588.7,1245671.14,0.21793280564974976
