facilityId,unitId,stateCode,year,quarter,gross_mwh,co2_tons,rggi_obligated,camd_rggi_program,coats_unit_match,coats_facility_match,source,yoy_pct_applied
57349,1,DE,2026,3,202655.58314248532,88421.4723116947,True,True,True,True,cems_extended,-0.12516487417469657
57349,1,DE,2026,4,529087.4630476054,221399.65095573803,True,True,True,True,cems_extended,0.5539999221295869
1586,FJ-1,MA,2020,2,7.5,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2020,3,189.19,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2021,2,76.08,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2021,3,123.92,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2022,2,64.59,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2022,3,107.64,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2023,2,42.64,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2023,3,80.82,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2024,2,15.3,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2024,3,39.57,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2025,2,108.45,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2025,3,79.13,,False,False,False,False,cems_actual,
1586,FJ-1,MA,2026,2,216.9,,False,False,False,False,cems_extended,1.0
1586,FJ-1,MA,2026,3,158.26,,False,False,False,False,cems_extended,1.0
1586,FJ-2,MA,2020,2,32.63,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2020,3,170.47,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2021,2,,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2021,3,45.42,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2022,2,37.53,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2022,3,117.6,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2023,2,53.46,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2023,3,85.96,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2024,2,16.62,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2024,3,13.47,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2025,2,84.78,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2025,3,128.06,,False,False,False,False,cems_actual,
1586,FJ-2,MA,2026,2,169.56,,False,False,False,False,cems_extended,1.0
1586,FJ-2,MA,2026,3,256.12,,False,False,False,False,cems_extended,1.0
1586,FJ-3,MA,2020,2,37.13,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2020,3,187.25,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2021,2,79.77,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2021,3,118.74,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2022,2,20.34,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2022,3,141.31,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2023,2,41.87,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2023,3,155.26,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2024,2,15.18,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2024,3,42.65,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2025,2,143.2,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2025,3,180.29,,False,False,False,False,cems_actual,
1586,FJ-3,MA,2026,2,286.4,,False,False,False,False,cems_extended,1.0
1586,FJ-3,MA,2026,3,360.58,,False,False,False,False,cems_extended,1.0
1588,7,MA,2020,1,0.0,594.997,True,True,True,True,cems_actual,
1588,7,MA,2020,2,0.0,648.674,True,True,True,True,cems_actual,
1588,7,MA,2020,3,4482.46,4263.338,True,True,True,True,cems_actual,
1588,7,MA,2020,4,0.0,1231.598,True,True,True,True,cems_actual,
1588,7,MA,2021,1,11252.96,11628.824,True,True,True,True,cems_actual,
1588,7,MA,2021,2,,,True,True,True,True,cems_actual,
1588,7,MA,2021,3,,,True,True,True,True,cems_actual,
1588,81,MA,2020,1,263725.89,113486.435,True,True,True,True,cems_actual,
1588,81,MA,2020,2,59707.3,26448.458,True,True,True,True,cems_actual,
1588,81,MA,2020,3,102464.38,44955.211,True,True,True,True,cems_actual,
1588,81,MA,2020,4,4128.68,2136.563,True,True,True,True,cems_actual,
1588,81,MA,2021,1,131889.77,57785.123,True,True,True,True,cems_actual,
1588,81,MA,2021,2,32297.4,14482.427,True,True,True,True,cems_actual,
1588,81,MA,2021,3,23738.29,10753.313,True,True,True,True,cems_actual,
1588,81,MA,2021,4,17344.26,7569.137,True,True,True,True,cems_actual,
1588,81,MA,2022,1,183747.87,78437.581,True,True,True,True,cems_actual,
1588,81,MA,2022,2,1593.83,899.606,True,True,True,True,cems_actual,
1588,81,MA,2022,3,162183.67,69569.294,True,True,True,True,cems_actual,
1588,81,MA,2022,4,85688.11,36723.209,True,True,True,True,cems_actual,
1588,81,MA,2023,1,213692.34,91590.737,True,True,True,True,cems_actual,
1588,81,MA,2023,2,21584.65,9383.568,True,True,True,True,cems_actual,
1588,81,MA,2023,3,24145.98,10496.562,True,True,True,True,cems_actual,
1588,81,MA,2023,4,73098.26,30846.077,True,True,True,True,cems_actual,
1588,81,MA,2024,1,315913.75,134000.087,True,True,True,True,cems_actual,
1588,81,MA,2024,2,,,True,True,True,True,cems_actual,
1588,81,MA,2024,3,,,True,True,True,True,cems_actual,
1588,82,MA,2020,1,295522.33,127266.099,True,True,True,True,cems_actual,
1588,82,MA,2020,2,63989.59,27888.186,True,True,True,True,cems_actual,
1588,82,MA,2020,3,97071.02,42842.826,True,True,True,True,cems_actual,
1588,82,MA,2020,4,2735.8,1375.174,True,True,True,True,cems_actual,
1588,82,MA,2021,1,248700.88,108789.745,True,True,True,True,cems_actual,
1588,82,MA,2021,2,27241.45,12085.671,True,True,True,True,cems_actual,
1588,82,MA,2021,3,20430.43,8923.311,True,True,True,True,cems_actual,
1588,82,MA,2021,4,23138.85,10359.084,True,True,True,True,cems_actual,
1588,82,MA,2022,1,216378.56,93370.486,True,True,True,True,cems_actual,
1588,82,MA,2022,2,510.8,320.326,True,True,True,True,cems_actual,
1588,82,MA,2022,3,170248.23,73339.897,True,True,True,True,cems_actual,
1588,82,MA,2022,4,84980.0,36344.388,True,True,True,True,cems_actual,
1588,82,MA,2023,1,212317.56,91282.529,True,True,True,True,cems_actual,
1588,82,MA,2023,2,22734.15,10069.808,True,True,True,True,cems_actual,
1588,82,MA,2023,3,24693.15,10839.547,True,True,True,True,cems_actual,
1588,82,MA,2023,4,74456.0,31636.24,True,True,True,True,cems_actual,
1588,82,MA,2024,1,316651.51,134598.264,True,True,True,True,cems_actual,
1588,82,MA,2024,2,,,True,True,True,True,cems_actual,
1588,82,MA,2024,3,,,True,True,True,True,cems_actual,
1588,93,MA,2020,1,135107.42,59297.247,True,True,True,True,cems_actual,
1588,93,MA,2020,2,114206.95,50355.071,True,True,True,True,cems_actual,
1588,93,MA,2020,3,86926.95,38780.243,True,True,True,True,cems_actual,
1588,93,MA,2020,4,140533.57,60822.403,True,True,True,True,cems_actual,
1588,93,MA,2021,1,180249.36,78434.075,True,True,True,True,cems_actual,
1588,93,MA,2021,2,48556.05,21515.336,True,True,True,True,cems_actual,
1588,93,MA,2021,3,29489.02,13718.685,True,True,True,True,cems_actual,
1588,93,MA,2021,4,94627.82,41930.128,True,True,True,True,cems_actual,
1588,93,MA,2022,1,71985.58,31468.077,True,True,True,True,cems_actual,
1588,93,MA,2022,2,1338.42,694.936,True,True,True,True,cems_actual,
1588,93,MA,2022,3,164916.91,71878.537,True,True,True,True,cems_actual,
1588,93,MA,2022,4,137574.38,58971.663,True,True,True,True,cems_actual,
1588,93,MA,2023,1,192996.15,83515.89,True,True,True,True,cems_actual,
1588,93,MA,2023,2,54008.43,23455.042,True,True,True,True,cems_actual,
1588,93,MA,2023,3,30112.1,13168.002,True,True,True,True,cems_actual,
1588,93,MA,2023,4,60496.55,26112.122,True,True,True,True,cems_actual,
1588,93,MA,2024,1,329754.59,141779.91,True,True,True,True,cems_actual,
1588,93,MA,2024,2,0.0,47.016,True,True,True,True,cems_actual,
1588,93,MA,2024,3,,,True,True,True,True,cems_actual,
1588,94,MA,2020,1,154238.36,67070.691,True,True,True,True,cems_actual,
1588,94,MA,2020,2,117628.91,51368.069,True,True,True,True,cems_actual,
1588,94,MA,2020,3,100899.0,44625.513,True,True,True,True,cems_actual,
1588,94,MA,2020,4,180468.91,78659.45,True,True,True,True,cems_actual,
1588,94,MA,2021,1,165937.23,72152.484,True,True,True,True,cems_actual,
1588,94,MA,2021,2,50285.64,22128.81,True,True,True,True,cems_actual,
1588,94,MA,2021,3,24778.86,11079.31,True,True,True,True,cems_actual,
1588,94,MA,2021,4,85727.44,37379.432,True,True,True,True,cems_actual,
1588,94,MA,2022,1,65169.76,27859.156,True,True,True,True,cems_actual,
1588,94,MA,2022,2,1994.6,1102.903,True,True,True,True,cems_actual,
1588,94,MA,2022,3,165860.41,71330.23,True,True,True,True,cems_actual,
1588,94,MA,2022,4,138861.9,59606.967,True,True,True,True,cems_actual,
1588,94,MA,2023,1,196416.42,85318.514,True,True,True,True,cems_actual,
1588,94,MA,2023,2,57531.68,25207.056,True,True,True,True,cems_actual,
1588,94,MA,2023,3,30776.88,13533.47,True,True,True,True,cems_actual,
1588,94,MA,2023,4,48648.34,20830.065,True,True,True,True,cems_actual,
1588,94,MA,2024,1,334461.93,143235.867,True,True,True,True,cems_actual,
1588,94,MA,2024,2,0.0,45.53,True,True,True,True,cems_actual,
1588,94,MA,2024,3,,,True,True,True,True,cems_actual,
1588,MJ-1,MA,2020,2,51.46,,True,False,False,True,cems_actual,
1588,MJ-1,MA,2020,3,285.96,,True,False,False,True,cems_actual,
1588,MJ-1,MA,2021,2,,,True,False,False,True,cems_actual,
1588,MJ-1,MA,2021,3,,,True,False,False,True,cems_actual,
1592,J1T1,MA,2020,1,53.65,65.8,True,True,True,True,cems_actual,
1592,J1T1,MA,2020,2,39.11,88.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2020,3,107.18,259.9,True,True,True,True,cems_actual,
1592,J1T1,MA,2020,4,9.75,29.8,True,True,True,True,cems_actual,
1592,J1T1,MA,2021,1,0.0,3.2,True,True,True,True,cems_actual,
1592,J1T1,MA,2021,2,122.41,280.8,True,True,True,True,cems_actual,
1592,J1T1,MA,2021,3,149.64,429.9,True,True,True,True,cems_actual,
1592,J1T1,MA,2021,4,6.72,15.3,True,True,True,True,cems_actual,
1592,J1T1,MA,2022,1,14.2,45.1,True,True,True,True,cems_actual,
1592,J1T1,MA,2022,2,55.79,150.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2022,3,191.32,418.4,True,True,True,True,cems_actual,
1592,J1T1,MA,2022,4,179.18,369.9,True,True,True,True,cems_actual,
1592,J1T1,MA,2023,1,68.43,132.6,True,True,True,True,cems_actual,
1592,J1T1,MA,2023,2,32.28,63.1,True,True,True,True,cems_actual,
1592,J1T1,MA,2023,3,179.75,327.4,True,True,True,True,cems_actual,
1592,J1T1,MA,2023,4,294.21,838.6,True,True,True,True,cems_actual,
1592,J1T1,MA,2024,1,38.62,108.3,True,True,True,True,cems_actual,
1592,J1T1,MA,2024,2,51.54,127.8,True,True,True,True,cems_actual,
1592,J1T1,MA,2024,3,265.92,765.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2024,4,21.92,53.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2025,1,145.22,254.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2025,2,271.41,778.0,True,True,True,True,cems_actual,
1592,J1T1,MA,2025,3,253.39,662.8,True,True,True,True,cems_actual,
1592,J1T1,MA,2025,4,70.57,203.6,True,True,True,True,cems_actual,
1592,J1T1,MA,2026,1,142.90722327013066,249.9547907355267,True,True,True,True,cems_extended,-0.015926020726272805
1592,J1T1,MA,2026,2,542.82,1556.0,True,True,True,True,cems_extended,1.0
1592,J1T1,MA,2026,3,506.78,1325.6,True,True,True,True,cems_extended,1.0
1592,J1T1,MA,2026,4,141.14,407.2,True,True,True,True,cems_extended,1.0
1592,J1T2,MA,2020,1,46.98,58.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2020,2,29.87,73.4,True,True,True,True,cems_actual,
1592,J1T2,MA,2020,3,98.08,271.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2020,4,12.96,27.7,True,True,True,True,cems_actual,
1592,J1T2,MA,2021,1,0.0,5.4,True,True,True,True,cems_actual,
1592,J1T2,MA,2021,2,59.63,175.5,True,True,True,True,cems_actual,
1592,J1T2,MA,2021,3,135.54,367.7,True,True,True,True,cems_actual,
1592,J1T2,MA,2021,4,4.62,10.5,True,True,True,True,cems_actual,
1592,J1T2,MA,2022,1,13.86,31.4,True,True,True,True,cems_actual,
1592,J1T2,MA,2022,2,49.55,139.3,True,True,True,True,cems_actual,
1592,J1T2,MA,2022,3,115.78,317.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2022,4,152.93,338.6,True,True,True,True,cems_actual,
1592,J1T2,MA,2023,1,74.79,125.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2023,2,26.86,55.9,True,True,True,True,cems_actual,
1592,J1T2,MA,2023,3,120.94,243.9,True,True,True,True,cems_actual,
1592,J1T2,MA,2023,4,224.42,741.6,True,True,True,True,cems_actual,
1592,J1T2,MA,2024,1,26.6,84.5,True,True,True,True,cems_actual,
1592,J1T2,MA,2024,2,72.77,181.2,True,True,True,True,cems_actual,
1592,J1T2,MA,2024,3,251.72,717.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2024,4,20.0,51.5,True,True,True,True,cems_actual,
1592,J1T2,MA,2025,1,124.63,236.8,True,True,True,True,cems_actual,
1592,J1T2,MA,2025,2,238.91,723.9,True,True,True,True,cems_actual,
1592,J1T2,MA,2025,3,194.93,552.6,True,True,True,True,cems_actual,
1592,J1T2,MA,2025,4,59.07,182.6,True,True,True,True,cems_actual,
1592,J1T2,MA,2026,1,122.64514003688461,233.02871829201862,True,True,True,True,cems_extended,-0.015926020726272805
1592,J1T2,MA,2026,2,477.82,1447.8,True,True,True,True,cems_extended,1.0
1592,J1T2,MA,2026,3,389.86,1105.2,True,True,True,True,cems_extended,1.0
1592,J1T2,MA,2026,4,118.14,365.2,True,True,True,True,cems_extended,1.0
1592,J2T1,MA,2020,1,,,True,True,True,True,cems_actual,
1592,J2T1,MA,2020,2,66.79,162.2,True,True,True,True,cems_actual,
1592,J2T1,MA,2020,3,107.05,286.4,True,True,True,True,cems_actual,
1592,J2T1,MA,2020,4,70.56,191.7,True,True,True,True,cems_actual,
1592,J2T1,MA,2021,1,0.0,3.2,True,True,True,True,cems_actual,
1592,J2T1,MA,2021,2,92.33,247.3,True,True,True,True,cems_actual,
1592,J2T1,MA,2021,3,108.21,281.4,True,True,True,True,cems_actual,
1592,J2T1,MA,2021,4,11.4,18.1,True,True,True,True,cems_actual,
1592,J2T1,MA,2022,1,75.65,110.9,True,True,True,True,cems_actual,
1592,J2T1,MA,2022,2,54.22,141.8,True,True,True,True,cems_actual,
1592,J2T1,MA,2022,3,110.43,273.4,True,True,True,True,cems_actual,
1592,J2T1,MA,2022,4,126.07,253.0,True,True,True,True,cems_actual,
1592,J2T1,MA,2023,1,14.85,42.9,True,True,True,True,cems_actual,
1592,J2T1,MA,2023,2,28.14,59.1,True,True,True,True,cems_actual,
1592,J2T1,MA,2023,3,137.22,288.0,True,True,True,True,cems_actual,
1592,J2T1,MA,2023,4,386.79,1020.1,True,True,True,True,cems_actual,
1592,J2T1,MA,2024,1,36.74,106.1,True,True,True,True,cems_actual,
1592,J2T1,MA,2024,2,81.6,158.2,True,True,True,True,cems_actual,
1592,J2T1,MA,2024,3,256.25,689.0,True,True,True,True,cems_actual,
1592,J2T1,MA,2024,4,50.25,143.9,True,True,True,True,cems_actual,
1592,J2T1,MA,2025,1,212.2,361.6,True,True,True,True,cems_actual,
1592,J2T1,MA,2025,2,233.06,681.5,True,True,True,True,cems_actual,
1592,J2T1,MA,2025,3,286.5,682.8,True,True,True,True,cems_actual,
1592,J2T1,MA,2025,4,11.16,19.7,True,True,True,True,cems_actual,
1592,J2T1,MA,2026,1,208.8204984018849,355.8411509053798,True,True,True,True,cems_extended,-0.015926020726272805
1592,J2T1,MA,2026,2,466.12,1363.0,True,True,True,True,cems_extended,1.0
1592,J2T1,MA,2026,3,573.0,1365.6,True,True,True,True,cems_extended,1.0
1592,J2T1,MA,2026,4,22.32,39.4,True,True,True,True,cems_extended,1.0
1592,J2T2,MA,2020,1,,,True,True,True,True,cems_actual,
1592,J2T2,MA,2020,2,51.33,142.9,True,True,True,True,cems_actual,
1592,J2T2,MA,2020,3,97.72,289.3,True,True,True,True,cems_actual,
1592,J2T2,MA,2020,4,71.89,178.1,True,True,True,True,cems_actual,
1592,J2T2,MA,2021,1,0.0,2.5,True,True,True,True,cems_actual,
1592,J2T2,MA,2021,2,50.62,181.2,True,True,True,True,cems_actual,
1592,J2T2,MA,2021,3,141.24,318.1,True,True,True,True,cems_actual,
1592,J2T2,MA,2021,4,9.2,12.7,True,True,True,True,cems_actual,
1592,J2T2,MA,2022,1,65.6,101.7,True,True,True,True,cems_actual,
1592,J2T2,MA,2022,2,87.04,197.6,True,True,True,True,cems_actual,
1592,J2T2,MA,2022,3,122.33,296.6,True,True,True,True,cems_actual,
1592,J2T2,MA,2022,4,113.68,232.1,True,True,True,True,cems_actual,
1592,J2T2,MA,2023,1,12.15,42.9,True,True,True,True,cems_actual,
1592,J2T2,MA,2023,2,23.55,49.9,True,True,True,True,cems_actual,
1592,J2T2,MA,2023,3,125.2,273.1,True,True,True,True,cems_actual,
1592,J2T2,MA,2023,4,307.86,933.4,True,True,True,True,cems_actual,
1592,J2T2,MA,2024,1,29.6,94.1,True,True,True,True,cems_actual,
1592,J2T2,MA,2024,2,27.23,70.2,True,True,True,True,cems_actual,
1592,J2T2,MA,2024,3,218.2,632.6,True,True,True,True,cems_actual,
1592,J2T2,MA,2024,4,44.2,137.5,True,True,True,True,cems_actual,
1592,J2T2,MA,2025,1,207.79,327.9,True,True,True,True,cems_actual,
1592,J2T2,MA,2025,2,218.93,642.8,True,True,True,True,cems_actual,
1592,J2T2,MA,2025,3,193.77,538.0,True,True,True,True,cems_actual,
1592,J2T2,MA,2025,4,9.0,15.9,True,True,True,True,cems_actual,
1592,J2T2,MA,2026,1,204.48073215328776,322.67785780385515,True,True,True,True,cems_extended,-0.015926020726272805
1592,J2T2,MA,2026,2,437.86,1285.6,True,True,True,True,cems_extended,1.0
1592,J2T2,MA,2026,3,387.54,1076.0,True,True,True,True,cems_extended,1.0
1592,J2T2,MA,2026,4,18.0,31.8,True,True,True,True,cems_extended,1.0
1592,J3T1,MA,2020,1,,,True,True,True,True,cems_actual,
1592,J3T1,MA,2020,2,54.33,88.1,True,True,True,True,cems_actual,
1592,J3T1,MA,2020,3,58.4,130.7,True,True,True,True,cems_actual,
1592,J3T1,MA,2020,4,41.48,79.2,True,True,True,True,cems_actual,
1592,J3T1,MA,2021,1,0.0,3.2,True,True,True,True,cems_actual,
1592,J3T1,MA,2021,2,174.57,355.7,True,True,True,True,cems_actual,
1592,J3T1,MA,2021,3,166.39,459.5,True,True,True,True,cems_actual,
1592,J3T1,MA,2021,4,0.0,5.7,True,True,True,True,cems_actual,
1592,J3T1,MA,2022,1,197.84,329.7,True,True,True,True,cems_actual,
1592,J3T1,MA,2022,2,128.98,271.4,True,True,True,True,cems_actual,
1592,J3T1,MA,2022,3,96.69,351.1,True,True,True,True,cems_actual,
1592,J3T1,MA,2022,4,206.64,456.4,True,True,True,True,cems_actual,
1592,J3T1,MA,2023,1,13.5,42.9,True,True,True,True,cems_actual,
1592,J3T1,MA,2023,2,34.05,75.9,True,True,True,True,cems_actual,
1592,J3T1,MA,2023,3,164.91,439.6,True,True,True,True,cems_actual,
1592,J3T1,MA,2023,4,620.45,1825.2,True,True,True,True,cems_actual,
1592,J3T1,MA,2024,1,33.4,106.1,True,True,True,True,cems_actual,
1592,J3T1,MA,2024,2,44.12,138.0,True,True,True,True,cems_actual,
1592,J3T1,MA,2024,3,163.26,272.8,True,True,True,True,cems_actual,
1592,J3T1,MA,2024,4,73.53,168.8,True,True,True,True,cems_actual,
1592,J3T1,MA,2025,1,166.41,352.1,True,True,True,True,cems_actual,
1592,J3T1,MA,2025,2,253.1,768.8,True,True,True,True,cems_actual,
1592,J3T1,MA,2025,3,334.28,891.0,True,True,True,True,cems_actual,
1592,J3T1,MA,2025,4,18.8,69.7,True,True,True,True,cems_actual,
1592,J3T1,MA,2026,1,163.75975089094095,346.49244810227935,True,True,True,True,cems_extended,-0.015926020726272805
1592,J3T1,MA,2026,2,506.2,1537.6,True,True,True,True,cems_extended,1.0
1592,J3T1,MA,2026,3,668.56,1782.0,True,True,True,True,cems_extended,1.0
1592,J3T1,MA,2026,4,37.6,139.4,True,True,True,True,cems_extended,1.0
1592,J3T2,MA,2020,1,,,True,True,True,True,cems_actual,
1592,J3T2,MA,2020,2,58.5,104.3,True,True,True,True,cems_actual,
1592,J3T2,MA,2020,3,51.72,145.3,True,True,True,True,cems_actual,
1592,J3T2,MA,2020,4,21.15,51.1,True,True,True,True,cems_actual,
1592,J3T2,MA,2021,1,0.0,3.2,True,True,True,True,cems_actual,
1592,J3T2,MA,2021,2,63.05,185.2,True,True,True,True,cems_actual,
1592,J3T2,MA,2021,3,157.66,456.4,True,True,True,True,cems_actual,
1592,J3T2,MA,2021,4,0.0,5.4,True,True,True,True,cems_actual,
1592,J3T2,MA,2022,1,154.62,254.9,True,True,True,True,cems_actual,
1592,J3T2,MA,2022,2,76.43,173.0,True,True,True,True,cems_actual,
1592,J3T2,MA,2022,3,268.61,551.0,True,True,True,True,cems_actual,
1592,J3T2,MA,2022,4,202.64,438.4,True,True,True,True,cems_actual,
1592,J3T2,MA,2023,1,13.5,42.9,True,True,True,True,cems_actual,
1592,J3T2,MA,2023,2,29.95,56.3,True,True,True,True,cems_actual,
1592,J3T2,MA,2023,3,214.51,536.3,True,True,True,True,cems_actual,
1592,J3T2,MA,2023,4,558.03,1605.1,True,True,True,True,cems_actual,
1592,J3T2,MA,2024,1,31.33,94.7,True,True,True,True,cems_actual,
1592,J3T2,MA,2024,2,40.33,107.7,True,True,True,True,cems_actual,
1592,J3T2,MA,2024,3,28.1,63.6,True,True,True,True,cems_actual,
1592,J3T2,MA,2024,4,44.27,112.1,True,True,True,True,cems_actual,
1592,J3T2,MA,2025,1,184.88,322.3,True,True,True,True,cems_actual,
1592,J3T2,MA,2025,2,336.39,845.9,True,True,True,True,cems_actual,
1592,J3T2,MA,2025,3,275.54,777.1,True,True,True,True,cems_actual,
1592,J3T2,MA,2025,4,34.01,63.8,True,True,True,True,cems_actual,
1592,J3T2,MA,2026,1,181.93559728812667,317.1670435199223,True,True,True,True,cems_extended,-0.015926020726272805
1592,J3T2,MA,2026,2,672.78,1691.8,True,True,True,True,cems_extended,1.0
1592,J3T2,MA,2026,3,551.08,1554.2,True,True,True,True,cems_extended,1.0
1592,J3T2,MA,2026,4,68.02,127.6,True,True,True,True,cems_extended,1.0
1594,11,MA,2020,1,,,False,False,False,False,cems_actual,
1594,11,MA,2020,2,,,False,False,False,False,cems_actual,
1594,11,MA,2020,3,,,False,False,False,False,cems_actual,
1594,11,MA,2020,4,,,False,False,False,False,cems_actual,
1594,11,MA,2021,1,,,False,False,False,False,cems_actual,
1594,11,MA,2021,2,,,False,False,False,False,cems_actual,
1594,11,MA,2021,3,,,False,False,False,False,cems_actual,
1594,11,MA,2021,4,,,False,False,False,False,cems_actual,
1594,11,MA,2022,1,,,False,False,False,False,cems_actual,
1594,11,MA,2022,2,,,False,False,False,False,cems_actual,
1594,11,MA,2022,3,,,False,False,False,False,cems_actual,
1594,11,MA,2022,4,,,False,False,False,False,cems_actual,
1594,11,MA,2023,1,,,False,False,False,False,cems_actual,
1594,11,MA,2023,2,,,False,False,False,False,cems_actual,
1594,11,MA,2023,3,,,False,False,False,False,cems_actual,
1594,11,MA,2023,4,,,False,False,False,False,cems_actual,
1594,11,MA,2024,1,,,False,False,False,False,cems_actual,
1594,11,MA,2024,2,,,False,False,False,False,cems_actual,
1594,11,MA,2024,3,,,False,False,False,False,cems_actual,
1594,11,MA,2024,4,,,False,False,False,False,cems_actual,
1594,11,MA,2025,1,,,False,False,False,False,cems_actual,
1594,11,MA,2025,2,,,False,False,False,False,cems_actual,
1594,11,MA,2025,3,,,False,False,False,False,cems_actual,
1594,11,MA,2025,4,,,False,False,False,False,cems_actual,
1594,11,MA,2026,1,,,False,False,False,False,cems_extended,-0.015926020726272805
1594,11,MA,2026,2,,,False,False,False,False,cems_extended,0.4696035377639956
1594,11,MA,2026,3,,,False,False,False,False,cems_extended,0.23666116589224406
1594,11,MA,2026,4,,,False,False,False,False,cems_extended,0.7169556700863574
1594,12,MA,2020,1,,,False,False,False,False,cems_actual,
1594,12,MA,2020,2,,,False,False,False,False,cems_actual,
1594,12,MA,2020,3,,,False,False,False,False,cems_actual,
1594,12,MA,2020,4,,,False,False,False,False,cems_actual,
1594,12,MA,2021,1,,,False,False,False,False,cems_actual,
1594,12,MA,2021,2,,,False,False,False,False,cems_actual,
1594,12,MA,2021,3,,,False,False,False,False,cems_actual,
1594,12,MA,2021,4,,,False,False,False,False,cems_actual,
1594,12,MA,2022,1,,,False,False,False,False,cems_actual,
1594,12,MA,2022,2,,,False,False,False,False,cems_actual,
1594,12,MA,2022,3,,,False,False,False,False,cems_actual,
1594,12,MA,2022,4,,,False,False,False,False,cems_actual,
1594,12,MA,2023,1,,,False,False,False,False,cems_actual,
1594,12,MA,2023,2,,,False,False,False,False,cems_actual,
1594,12,MA,2023,3,,,False,False,False,False,cems_actual,
1594,12,MA,2023,4,,,False,False,False,False,cems_actual,
1594,12,MA,2024,1,,,False,False,False,False,cems_actual,
1594,12,MA,2024,2,,,False,False,False,False,cems_actual,
1594,12,MA,2024,3,,,False,False,False,False,cems_actual,
1594,12,MA,2024,4,,,False,False,False,False,cems_actual,
1594,12,MA,2025,1,,,False,False,False,False,cems_actual,
1594,12,MA,2025,2,,,False,False,False,False,cems_actual,
1594,12,MA,2025,3,,,False,False,False,False,cems_actual,
1594,12,MA,2025,4,,,False,False,False,False,cems_actual,
1594,12,MA,2026,1,,,False,False,False,False,cems_extended,-0.015926020726272805
1594,12,MA,2026,2,,,False,False,False,False,cems_extended,0.4696035377639956
1594,12,MA,2026,3,,,False,False,False,False,cems_extended,0.23666116589224406
1594,12,MA,2026,4,,,False,False,False,False,cems_extended,0.7169556700863574
1595,2,MA,2020,1,,652.906,True,True,True,True,cems_actual,
1595,2,MA,2020,2,,1657.885,True,True,True,True,cems_actual,
1595,2,MA,2020,3,,487.605,True,True,True,True,cems_actual,
1595,2,MA,2020,4,,570.079,True,True,True,True,cems_actual,
1595,2,MA,2021,1,,1805.325,True,True,True,True,cems_actual,
1595,2,MA,2021,2,,840.836,True,True,True,True,cems_actual,
1595,2,MA,2021,3,,507.065,True,True,True,True,cems_actual,
1595,2,MA,2021,4,,1657.411,True,True,True,True,cems_actual,
1595,2,MA,2022,1,,1568.047,True,True,True,True,cems_actual,
1595,2,MA,2022,2,,2540.765,True,True,True,True,cems_actual,
1595,2,MA,2022,3,,2748.222,True,True,True,True,cems_actual,
1595,2,MA,2022,4,,3372.544,True,True,True,True,cems_actual,
1595,2,MA,2023,1,,1300.611,True,True,True,True,cems_actual,
1595,2,MA,2023,2,,854.526,True,True,True,True,cems_actual,
1595,2,MA,2023,3,,232.68,True,True,True,True,cems_actual,
1595,2,MA,2023,4,,705.147,True,True,True,True,cems_actual,
1595,2,MA,2024,1,,647.629,True,True,True,True,cems_actual,
