stateCode,facilityName,facilityId,unitId,associatedStacks,year,quarter,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo,camd_rggi_program,coats_unit_match,coats_facility_match,rggi_obligated,co2_intensity_st_per_mwh,co2_intensity_lb_per_mwh,co2_intensity_kg_per_mwh
NY,Sterling Power Plant,50744,00001,,2025,1,59,57.42,2440.48,,0.008,0.001,1596.496,0.0593,1.479,0.1233,26858.633,Pipeline Natural Gas,,Combined cycle,,Steam Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6541729495836884,1308.345899167377,593.4557171831116
NY,Sterling Power Plant,50744,00001,,2025,2,48,45.17,1439.73,,0.005,0.001,1012.69,0.0592,4.896,0.555,17043.203,Pipeline Natural Gas,,Combined cycle,,Steam Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.7033888298500414,1406.7776597000827,638.103612726414
NY,Sterling Power Plant,50744,00001,,2025,3,176,163.33,5210.69,,0.019,0.001,3676.363,0.0593,3.866,0.1362,61838.877,Pipeline Natural Gas,,Combined cycle,,Steam Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.7055424521512507,1411.0849043025014,640.0573460137948
NY,Sterling Power Plant,50744,00001,,2025,4,194,184.67,7602.92,,0.025,0.001,5018.43,0.0595,5.873,0.147,84408.181,Pipeline Natural Gas,,Combined cycle,,Steam Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6600661324859396,1320.1322649718793,598.8019227820627
NY,Carr Street Generating Station,50978,A,,2020,1,35,26.52,695.13,,0.003,0.0009,530.428,0.0593,0.122,0.0338,8923.0,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.763063024182527,1526.126048365054,692.2391311966395
NY,Carr Street Generating Station,50978,A,,2020,2,298,264.02,6984.04,,0.027,0.001,5261.072,0.0593,1.175,0.027,88519.892,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7532992365450369,1506.5984730900739,683.3815720473078
NY,Carr Street Generating Station,50978,A,,2020,3,813,711.95,18820.59,,0.072,0.001,14204.629,0.0593,3.043,0.0263,238999.933,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7547387728014903,1509.4775456029806,684.6874973718391
NY,Carr Street Generating Station,50978,A,,2020,4,455,410.68,10324.16,,0.04,0.001,7918.011,0.0593,1.71,0.0281,133231.95,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7669399738090072,1533.8799476180145,695.756240735531
NY,Carr Street Generating Station,50978,A,,2021,1,359,324.87,9986.53,,0.037,0.001,7366.916,0.0592,1.657,0.0297,123959.122,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7376852620479786,1475.370524095957,669.2168126528273
NY,Carr Street Generating Station,50978,A,,2021,2,505,464.19,14008.92,,0.049,0.001,9775.856,0.0592,2.23,0.0277,164481.682,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.6978308106549256,1395.6616213098512,633.0614625279779
NY,Carr Street Generating Station,50978,A,,2021,3,994,928.85,27041.59,,0.098,0.001,19365.143,0.0593,4.397,0.0277,325851.513,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7161244216778673,1432.2488433557346,649.6571472874864
NY,Carr Street Generating Station,50978,A,,2021,4,186,168.58,5434.6,,0.019,0.001,3767.172,0.0595,0.865,0.0281,63399.608,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.6931829389467485,1386.365877893497,628.844984240842
NY,Carr Street Generating Station,50978,A,,2022,1,667,634.05,18812.77,,0.068,0.001,13543.942,0.0593,3.028,0.0286,227884.813,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.719933428197974,1439.866856395948,653.1126198770877
NY,Carr Street Generating Station,50978,A,,2022,2,173,146.45,4428.13,,0.016,0.001,3100.671,0.0593,0.703,0.0268,52177.038,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7002213123824277,1400.4426247648553,635.2300892161114
NY,Carr Street Generating Station,50978,A,,2022,3,1078,979.49,29673.76,,0.105,0.001,20802.209,0.0593,4.679,0.0258,349995.964,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7010304390141323,1402.0608780282646,635.9641165491215
NY,Carr Street Generating Station,50978,A,,2022,4,358,343.89,12722.32,,0.044,0.001,8688.39,0.0592,1.975,0.0276,146196.321,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.6829249696596218,1365.8499393192435,619.5391110401719
NY,Carr Street Generating Station,50978,A,,2023,1,213,186.44,6402.68,,0.023,0.001,4478.267,0.0593,1.048,0.03,75356.423,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.6994363297869016,1398.8726595738033,634.5179649842846
NY,Carr Street Generating Station,50978,A,,2023,2,314,278.29,8093.18,,0.029,0.001,5712.777,0.0592,1.249,0.0248,96131.519,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7058754408032442,1411.7508816064883,640.3594282374764
NY,Carr Street Generating Station,50978,A,,2023,3,1150,1060.31,32038.43,,0.114,0.001,22547.454,0.0593,5.115,0.0268,379396.355,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7037627624075212,1407.5255248150424,638.4428386363489
NY,Carr Street Generating Station,50978,A,,2023,4,745,703.87,22639.73,,0.08,0.001,15891.356,0.0592,3.526,0.0283,267404.701,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7019233886623206,1403.8467773246412,636.7741868435463
NY,Carr Street Generating Station,50978,A,,2024,1,1044,999.1,35337.92,,0.123,0.001,24456.257,0.0593,5.536,0.0279,411535.953,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6920683786708444,1384.1367573416887,627.8338721667316
NY,Carr Street Generating Station,50978,A,,2024,2,307,275.96,8869.05,,0.031,0.001,6131.924,0.0592,1.372,0.0268,103181.535,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.691384533856501,1382.769067713002,627.2134985866311
NY,Carr Street Generating Station,50978,A,,2024,3,806,763.28,26057.8,,0.09,0.001,17820.48,0.0592,4.099,0.0275,299880.638,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6838827529568882,1367.7655059137762,620.4079974316788
NY,Carr Street Generating Station,50978,A,,2024,4,659,633.33,24210.88,,0.083,0.001,16374.728,0.0592,3.789,0.0288,275539.015,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.676337580459694,1352.6751609193882,613.5631320815567
NY,Carr Street Generating Station,50978,A,,2025,1,1402,1391.97,56420.9,,0.19,0.001,37720.421,0.0592,10.466,0.0331,634709.012,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6685540464615063,1337.1080929230127,606.5020288151295
NY,Carr Street Generating Station,50978,A,,2025,2,135,119.56,4209.97,,0.014,0.001,2765.794,0.0595,4.365,0.146,46511.518,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6569628762200205,1313.925752440041,595.9866960533114
NY,Carr Street Generating Station,50978,A,,2025,3,1492,1429.66,47299.26,,0.166,0.001,32951.102,0.0592,8.194,0.0299,554467.258,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6966515332375178,1393.3030664750356,631.9916400506789
NY,Carr Street Generating Station,50978,A,,2025,4,441,408.86,14032.9,,0.049,0.001,9791.466,0.0592,2.273,0.0302,164769.464,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.6977507143926059,1395.5014287852118,632.9888004210706
NY,Carr Street Generating Station,50978,B,,2020,1,60,50.62,1493.84,,0.006,0.001,1110.396,0.0593,0.276,0.0367,18680.851,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7433165533122691,1486.6331066245382,674.325434154287
NY,Carr Street Generating Station,50978,B,,2020,2,290,261.35,6795.45,,0.026,0.001,5123.587,0.0593,1.172,0.0279,86230.648,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7539731732262029,1507.9463464524058,683.992957120188
NY,Carr Street Generating Station,50978,B,,2020,3,778,701.07,18303.73,,0.07,0.001,13798.456,0.0593,2.976,0.026,232170.85,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7538603333855995,1507.7206667711991,683.8905905387285
NY,Carr Street Generating Station,50978,B,,2020,4,441,405.33,10004.49,,0.039,0.001,7798.485,0.0592,1.685,0.0278,131236.993,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",True,True,True,True,0.7794985051711781,1558.9970103423564,707.149148744104
NY,Carr Street Generating Station,50978,B,,2021,1,309,276.32,8259.66,,0.031,0.001,6153.012,0.0593,1.448,0.0308,103538.385,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7449473707150173,1489.8947414300346,675.8048868157866
NY,Carr Street Generating Station,50978,B,,2021,2,481,454.86,13513.77,,0.05,0.001,9915.172,0.0593,2.32,0.0287,166824.947,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7337088022069341,1467.4176044138683,665.609428965809
NY,Carr Street Generating Station,50978,B,,2021,3,968,903.66,26024.13,,0.097,0.001,19266.378,0.0593,4.532,0.0286,324150.434,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7403274576325894,1480.654915265179,671.6137721672817
NY,Carr Street Generating Station,50978,B,,2021,4,182,166.32,5071.94,,0.019,0.001,3725.129,0.0594,0.912,0.0306,62694.888,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7344584123629223,1468.9168247258447,666.2894638602705
NY,Carr Street Generating Station,50978,B,,2022,1,633,605.23,17429.4,,0.067,0.001,13177.888,0.0592,3.156,0.0312,221751.278,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7560723834440658,1512.1447668881317,685.8973285958851
NY,Carr Street Generating Station,50978,B,,2022,2,148,125.32,3646.92,,0.013,0.001,2670.338,0.0592,0.641,0.0304,44937.166,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7322173231110087,1464.4346462220174,664.2563818899565
NY,Carr Street Generating Station,50978,B,,2022,3,1031,952.66,28617.76,,0.12,0.0011,20763.371,0.0592,4.831,0.0276,349445.739,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7255414469895617,1451.0828939791234,658.2001289464494
NY,Carr Street Generating Station,50978,B,,2022,4,171,155.27,4955.99,,0.023,0.0012,3647.163,0.0592,0.883,0.0313,61375.505,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7359100805288147,1471.8201610576293,667.6063950679119
NY,Carr Street Generating Station,50978,B,,2023,1,216,186.41,6188.31,,0.023,0.001,4522.338,0.0592,1.127,0.0334,76105.372,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7307872423973588,1461.5744847947176,662.9590344895649
NY,Carr Street Generating Station,50978,B,,2023,2,305,273.24,7889.76,,0.03,0.0023,5797.697,0.0593,1.263,0.0255,97557.172,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7348381953316704,1469.6763906633407,666.6339971740306
NY,Carr Street Generating Station,50978,B,,2023,3,1155,1074.5,31894.5,,0.155,0.0069,23296.635,0.0594,5.354,0.0281,391955.503,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7304279734750505,1460.855946950101,662.6331112056906
NY,Carr Street Generating Station,50978,B,,2023,4,723,680.76,21431.99,,0.079,0.001,15716.253,0.0592,3.61,0.0299,264450.398,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI",True,True,True,True,0.7333081529060064,1466.6163058120128,665.2459660339157
NY,Carr Street Generating Station,50978,B,,2024,1,1130,1087.93,37786.21,,0.137,0.001,27203.306,0.0592,6.2,0.0281,457774.232,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.7199268198636487,1439.8536397272974,653.106624897031
NY,Carr Street Generating Station,50978,B,,2024,2,109,87.29,2328.93,,0.009,0.001,1731.169,0.0593,0.389,0.0313,29127.567,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.743332345755347,1486.664691510694,674.3397608176546
NY,Carr Street Generating Station,50978,B,,2024,3,14,3.43,5.11,,0.0,0.0009,19.17,0.0596,0.017,0.0711,322.607,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,3.75146771037182,7502.93542074364,3403.274259452055
NY,Carr Street Generating Station,50978,B,,2024,4,0,0.0,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,,,
NY,Carr Street Generating Station,50978,B,,2025,1,0,0.0,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,,,
NY,Carr Street Generating Station,50978,B,,2025,2,90,71.4,1236.54,,0.005,0.001,1057.138,0.0593,0.434,0.0625,17788.5,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.8549161369628155,1709.8322739256312,775.5668734324163
NY,Carr Street Generating Station,50978,B,,2025,3,1126,1089.87,34316.25,,0.125,0.001,24843.812,0.0592,6.204,0.0323,418102.867,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.7239664007576586,1447.9328015153171,656.7712710400724
NY,Carr Street Generating Station,50978,B,,2025,4,692,676.39,26394.01,,0.094,0.001,18635.251,0.0592,4.801,0.0336,313559.817,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Water Injection|Ammonia Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",True,True,True,True,0.7060409161017974,1412.0818322035948,640.5095449031709
NY,Nassau Energy Corporation,52056,00004,,2020,1,804,802.2,32163.66,,0.109,0.001,20856.894,0.0592,24.923,0.1421,350924.642,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG2, CSSO2G1, RGGI",True,False,False,True,0.6484614624081961,1296.9229248163922,588.2743431747992
NY,Nassau Energy Corporation,52056,00004,,2020,2,2,0.53,0.0,,0.0,0.001,2.663,0.06,0.002,0.0815,44.565,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG2, CSSO2G1, RGGI",True,False,False,True,,,
NY,Nassau Energy Corporation,52056,00004,,2020,3,2171,2160.7,58766.33,,0.249,0.001,49164.663,0.0592,53.54,0.1298,827302.805,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG2, CSSO2G1, RGGI",True,False,False,True,0.8366127849059146,1673.2255698118292,758.9623517555481
NY,Nassau Energy Corporation,52056,00004,,2020,4,1691,1681.2,50586.46,,0.247,0.0013,35503.493,0.0593,41.812,0.1401,597230.232,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG2, CSSO2G1, RGGI",True,False,False,True,0.70183786333339,1403.67572666678,636.696599570257
NY,Nassau Energy Corporation,52056,00004,,2021,1,2023,2013.35,70456.34,,1.031,0.003,52290.927,0.0593,62.061,0.1418,877944.302,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7421748986677424,1484.349797335485,673.2897424824223
NY,Nassau Energy Corporation,52056,00004,,2021,2,1566,1556.68,51355.43,,0.199,0.001,39365.58,0.0592,45.83,0.1387,662379.476,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7665319908722408,1533.0639817444815,695.3861248411162
NY,Nassau Energy Corporation,52056,00004,,2021,3,2130,2128.2,69856.21,,0.274,0.001,54253.884,0.0592,65.17,0.1428,912930.049,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7766508374845986,1553.3016749691972,704.5657880742478
NY,Nassau Energy Corporation,52056,00004,,2021,4,1668,1664.88,55727.54,,0.214,0.001,42439.067,0.0592,51.351,0.1441,714100.392,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7615456738266215,1523.091347653243,690.8626141085285
NY,Nassau Energy Corporation,52056,00004,,2022,1,2160,2160.0,72947.0,,0.281,0.001,55583.9,0.0592,77.735,0.1663,935304.4,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7619765034888344,1523.9530069776688,691.2534562036274
NY,Nassau Energy Corporation,52056,00004,,2022,2,1007,1006.82,33793.96,,0.131,0.001,25875.914,0.0592,67.706,0.311,435398.684,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,0.7656964143888435,1531.392828777687,694.6281026062753
NY,Nassau Energy Corporation,52056,00004,,2022,3,0,0.0,,,,,,,,,,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI",True,False,False,True,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2020,2,1394,1391.5,,107918.0,,,,,5.625,0.079,140344.85,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2020,3,2036,2034.25,,227661.0,,,,,11.407,0.0772,296527.225,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2021,2,299,289.25,,15377.5,,,,,0.769,0.0726,21255.7,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2021,3,1292,1286.0,,70994.5,,,,,4.704,0.0978,96664.875,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2022,2,818,814.0,,65561.5,,,,,3.934,0.0899,86470.25,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2022,3,1127,1121.25,,71507.25,,,,,4.301,0.0865,98426.8,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2023,2,632,625.5,,49890.0,,,,,3.716,0.1131,65470.175,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2023,3,1645,1641.75,,137072.25,,,,,9.653,0.1036,184261.875,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2024,2,498,496.5,,28126.75,,,,,1.763,0.088,40448.225,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2024,3,1737,1735.75,,129082.0,,,,,7.025,0.0824,169638.95,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2025,2,1441,1440.75,,94410.5,,,,,4.939,0.0767,129494.925,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00001,,2025,3,2208,2207.75,,150578.25,,,,,7.299,0.0698,209314.5,Pipeline Natural Gas,Residual Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2020,2,1063,1054.0,12494.25,,,,,,0.285,0.0043,137534.725,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2020,3,1072,1062.75,11698.0,,,,,,0.254,0.004,136426.725,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2021,2,1382,1370.5,12632.75,,,,,,1.038,0.0163,164447.05,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2021,3,2166,2158.0,23225.0,,,,,,0.398,0.003,266479.025,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2022,2,936,932.25,10458.25,,,,,,2.005,0.0352,122042.05,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2022,3,1383,1370.75,15601.75,,,,,,2.078,0.0231,181532.05,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2023,2,1248,1246.5,13958.5,,,,,,2.279,0.027,162398.325,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
NY,Riverbay Corp. - Co-Op City,52168,00004,,2023,3,1263,1255.0,14219.0,,,,,,0.304,0.0039,161453.475,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Dry Low NOx Burners|Selective Catalytic Reduction,,,SIPNOX,False,False,False,False,,,
