stateCode,facilityName,facilityId,unitId,associatedStacks,year,quarter,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo,camd_rggi_program,coats_unit_match,coats_facility_match,rggi_obligated,co2_intensity_st_per_mwh,co2_intensity_lb_per_mwh,co2_intensity_kg_per_mwh
NH,Merrimack,2364,2,CS001,2025,2,96,93.39,22651.9,,69.762,0.299,47909.07,0.103,83.685,0.3764,466950.0,Coal,,Cyclone boiler,Wet Lime FGD,Selective Catalytic Reduction,Electrostatic Precipitator,,"ARP, MATS, NHNOX, RGGI",True,True,True,True,2.115013310141754,4230.026620283507,1918.7077998574864
NH,Merrimack,2364,2,CS001,2025,3,383,380.21,101418.6,,165.902,0.1814,154905.85,0.103,1124.544,1.5697,1509806.45,Coal,,Cyclone boiler,Wet Lime FGD,Selective Catalytic Reduction,Electrostatic Precipitator,,"ARP, MATS, NHNOX, RGGI",True,True,True,True,1.5273909322353099,3054.78186447062,1385.6257457382474
NH,Merrimack,2364,2,CS001,2025,4,0,0.0,,,,,,,,,,Coal,,Cyclone boiler,Wet Lime FGD,Selective Catalytic Reduction,Electrostatic Precipitator,,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Merrimack,2364,CT1,,2020,2,27,27.0,202.0,,,,,,2.564,0.793,6466.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2020,3,29,29.0,218.0,,,,,,2.754,0.793,6945.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2021,2,3,3.0,27.0,,,,,,0.285,0.793,718.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2021,3,17,17.0,155.0,,,,,,1.614,0.793,4071.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2022,2,0,0.0,,,,,,,,,,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2022,3,21,21.0,162.0,,,,,,2.044,0.813,5029.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2023,2,13,13.0,88.0,,,,,,1.328,0.853,3113.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2023,3,35,35.0,254.0,,,,,,3.575,0.853,8382.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2024,2,11,11.0,94.0,,,,,,1.124,0.853,2634.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2024,3,47,47.0,348.0,,,,,,4.801,0.853,11256.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2025,2,20,20.0,134.0,,,,,,2.129,0.889,4790.0,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT1,,2025,3,25,25.0,171.0,,,,,,2.661,0.889,5987.5,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2020,2,20,20.0,134.0,,,,,,2.057,0.863,4766.0,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2020,3,19,19.0,151.0,,,,,,1.954,0.863,4527.7,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2021,2,16,16.0,114.0,,,,,,1.646,0.863,3812.8,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2021,3,26,26.0,216.0,,,,,,2.674,0.863,6195.8,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2022,2,9,9.0,83.0,,,,,,0.926,0.863,2144.7,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2022,3,7,7.0,54.0,,,,,,0.65,0.779,1668.1,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2023,2,10,10.0,60.0,,,,,,0.928,0.779,2383.0,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2023,3,30,30.0,244.0,,,,,,2.784,0.779,7149.0,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2024,2,9,9.0,81.0,,,,,,0.835,0.779,2144.7,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2024,3,48,48.0,361.0,,,,,,4.454,0.779,11438.4,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2025,2,26,26.0,214.0,,,,,,2.451,0.791,6195.8,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Merrimack,2364,CT2,,2025,3,24,24.0,167.0,,,,,,2.262,0.791,5719.2,Other Oil,,Combustion turbine,,,,,NHNOX,False,False,True,True,,,
NH,Schiller,2367,4,,2020,1,30,27.96,666.57,,3.214,0.545,988.414,0.093,0.798,0.1546,9970.303,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,1.482836011221627,2965.672022443254,1345.206201302729
NH,Schiller,2367,4,,2020,2,5,4.13,0.0,,0.027,0.3514,11.957,0.0808,0.007,0.0976,147.968,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2020,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2020,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2021,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2021,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2021,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2021,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2022,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2022,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2022,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2022,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2023,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2023,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2023,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2023,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2024,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2024,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2024,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2024,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2025,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2025,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2025,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,4,,2025,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2020,1,460,453.04,15961.78,,0.078,0.0071,31184.101,0.1004,9.89,0.0656,299870.553,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,1.9536731492352355,3907.346298470471,1772.3424679339485
NH,Schiller,2367,5,,2020,2,240,234.67,7963.56,,0.036,0.0138,12516.475,0.0996,4.184,0.0671,120517.97,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,1.5717185530089557,3143.4371060179114,1425.8390868646056
NH,Schiller,2367,5,,2020,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2020,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2021,1,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2021,2,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2021,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2021,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2022,1,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2022,2,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2022,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2022,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2023,1,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2023,2,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2023,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2023,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2024,1,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2024,2,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2024,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2024,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2025,1,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2025,2,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2025,3,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,5,,2025,4,0,0.0,,,,,,,,,,Wood,"Coal, Pipeline Natural Gas",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2020,1,958,876.08,970.16,,12.02,0.5045,3981.363,0.0836,3.64,0.1481,45311.34,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,4.103821019213326,8207.642038426651,3722.9238043215764
NH,Schiller,2367,6,,2020,2,589,522.94,493.78,,6.597,0.5073,2261.634,0.0835,1.918,0.1385,26202.867,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,4.580246263518166,9160.492527036333,4155.129515705699
NH,Schiller,2367,6,,2020,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2020,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2021,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2021,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2021,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2021,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2022,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2022,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2022,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2022,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2023,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2023,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2023,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2023,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2024,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2024,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2024,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2024,4,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2025,1,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2025,2,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
NH,Schiller,2367,6,,2025,3,0,0.0,,,,,,,,,,Coal,Residual Oil,Dry bottom wall-fired boiler,,Selective Non-catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,Halogenated PAC Sorbent Injection|Sodium Based,"ARP, MATS, NHNOX, RGGI",True,True,True,True,,,
